Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Malaysia,,51960,5594,5888,228,1183,112,836,0,0,14465,5584,1989,139,132,1198,160,1408,800,4782,7462,66,715,16,0,1,12,3611,3,13,10,68,550,26,5563,394,118,279,456,528,107,1069,32,417,161,48,135,68,70,293,333,325,133,908,21,7,106,552,5542,4009,226,2,2261,1658,173,831,1132,4,14,120,26,3636,124,326,67,36,118,140,3015 
Maldives,280384,996,18,5,5,20,0,12,186,6,44,41,244,5,17,164,4,15,78,71,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,44,0,0,6,0,204,52,0,0,4,0,0,0,0,0,0,0,0,61 
Malta,385809,2973,24,722,2,91,18,57,0,0,1388,291,96,59,13,58,0,18,8,23,105,1,3,1,0,0,3,11,0,0,0,0,2,0,709,12,5,38,85,9,43,121,12,102,5,7,19,38,23,37,25,13,1,82,0,25,5,17,730,319,44,6,74,96,22,22,54,0,0,0,0,17,27,12,1,5,23,4,16 
Martinique,387018,2692,88,603,12,175,64,116,0,0,849,140,111,19,16,50,2,25,11,190,221,4,6,0,0,0,0,32,0,0,0,5,18,0,581,21,19,49,51,18,34,40,2,32,14,10,9,106,14,41,12,22,9,128,13,64,9,113,105,308,67,15,63,25,7,30,30,5,0,1,0,60,19,21,3,4,33,7,74 
Mauritius,1151094,7806,120,736,,,44,99,0,0,3894,723,424,6,14,255,3,204,73,295,491,18,6,1,0,0,2,87,0,0,0,2,0,0,717,36,23,79,43,6,29,82,3,62,20,43,13,26,15,20,31,19,26,359,3,13,6,193,1564,1263,28,0,230,274,22,170,248,1,0,3,0,181,28,36,33,0,137,32,44 
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mexico,102808590,437667,18599,57781,3855,59802,5004,7444,10,56,97650,38536,42200,972,2722,11954,1325,19372,9538,8633,52102,5215,3468,70,0,5,7,3175,22,4,0,982,4218,0,54993,773,770,5009,2622,4186,2669,6273,1071,3468,4620,578,1156,3852,618,2610,3301,2788,3137,46614,8865,1084,1309,9778,44061,25431,2092,142,12237,18132,2769,27425,10227,497,89,1077,141,14704,2248,2677,681,994,3475,10732,16591 
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montenegro,619300,5412,12,881,2,140,23,27,0,0,2912,219,114,1,3,69,0,71,12,681,245,2,5,0,0,0,1,2,0,0,0,0,0,1,881,13,6,43,53,45,41,272,11,76,8,15,10,36,26,11,19,0,1,138,1,16,7,10,446,669,25,5,30,10,23,53,69,0,0,0,0,0,0,0,0,0,0,0,245 
Montserrat,,52,1,5,0,14,6,0,0,0,13,4,2,0,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,14,0,3,0,5,3,4,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1 
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Netherlands,15925513,140527,1630,38805,367,4317,5133,2874,3,11,49191,14677,5337,498,812,2809,18,531,601,7744,5169,36,91,0,0,0,42,824,3,4,0,49,132,1,37746,533,1225,1719,4300,478,1767,8559,548,3425,258,400,910,2367,1112,1894,1098,1059,250,3345,73,5405,15,797,17443,12184,3434,369,6559,6753,392,985,1469,73,0,12,5,1123,735,107,66,123,1501,182,1332 
Netherlands Antilles,,957,30,269,5,36,1,9,0,1,344,53,37,6,10,20,1,16,7,50,62,2,1,1,0,0,1,11,0,0,0,0,9,0,263,4,12,14,28,4,12,33,0,27,9,4,4,44,6,15,4,6,4,30,0,2,0,27,74,108,11,1,28,13,1,13,10,0,0,1,0,22,2,1,0,0,5,14,18 
New Zealand,3857250,26718,173,7771,46,1007,541,798,1,0,10920,2053,721,54,213,340,5,152,191,118,1614,20,25,0,0,1,15,40,0,1,0,21,22,0,7620,133,187,309,1134,143,312,1406,339,622,66,91,179,594,159,415,260,151,22,802,5,847,172,218,5973,2668,552,2,345,1560,108,129,279,14,2,0,3,573,251,58,19,31,458,55,169 
Nicaragua,,13602,763,1582,60,883,183,300,0,1,3395,933,843,11,58,593,97,1125,351,530,1890,320,198,5,0,2,18,107,1,0,0,18,26,11,1570,21,13,234,63,142,47,130,30,80,180,27,23,116,15,50,110,12,53,716,140,11,41,426,1286,972,40,0,508,335,57,483,563,12,4,80,14,485,11,122,16,27,363,338,528 
Norway,4469976,44018,538,10712,85,847,1275,1001,0,3,18191,4384,1420,76,258,621,2,99,142,1996,2368,78,53,0,0,0,6,234,1,12,1,15,15,2,10447,140,145,463,1594,112,571,1773,249,761,99,124,285,1094,388,585,293,265,52,655,0,965,98,346,8182,4481,1028,234,2148,1725,261,262,406,27,1,1,0,428,880,68,56,64,541,53,278 
Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Panama,3028751,11867,912,1931,100,851,54,241,0,0,2999,811,427,34,46,246,30,436,352,1050,1347,119,168,3,0,0,3,71,3,1,1,17,484,1,1847,58,21,204,147,73,77,183,21,127,108,20,29,240,33,90,85,84,89,611,198,37,24,184,1149,1120,131,4,260,428,33,191,208,13,5,21,4,432,80,142,15,11,144,289,234 
Paraguay,5302703,18616,924,2378,52,1148,61,236,0,1,4424,1325,646,23,50,306,140,825,235,3803,2039,340,145,17,0,1,2,272,20,0,0,4,80,0,2367,60,79,232,99,67,79,271,23,163,142,173,33,172,28,95,144,11,34,873,159,18,22,316,1118,1674,90,3,866,160,62,246,244,4,35,100,5,409,28,95,56,13,154,672,612 
Peru,,84393,6309,13773,466,3565,105,1487,6,9,13903,11764,5783,419,311,3186,263,2558,1093,10425,8968,862,1996,23,0,8,3,1887,12,0,1,155,1109,23,13557,122,142,2431,632,950,438,1116,229,686,824,481,215,934,160,734,613,216,389,1757,1511,47,79,1811,3449,3685,729,13,8235,957,371,3002,2573,80,30,227,6,1989,62,656,153,93,228,450,5337 
Philippines,77932247,366931,43469,36770,2754,15590,908,5224,27,121,108688,51410,17258,1281,1703,10810,1698,15098,5023,16744,32355,5415,27557,799,24,2,136,4061,15,31,1464,950,22,286,36414,1927,357,1507,2257,4953,804,6395,239,3251,882,1135,770,1117,267,1011,2219,356,2155,10747,2273,340,2442,30831,34581,21705,2772,264,32637,15904,5624,5983,9630,298,152,1435,110,5680,1234,3336,304,164,1403,11674,8560 
Poland,38255945,368028,2430,86272,549,5712,1541,3605,0,6,175407,18310,14653,60,593,4137,30,1462,1438,26060,25763,39,1116,5,0,0,19,760,1,0,0,231,115,1,84556,1690,1382,6036,8517,2071,3764,20002,1472,4712,1987,1268,2033,3147,2493,2585,2276,1716,322,5190,77,1273,1311,4695,55575,41443,32479,358,8630,7542,1524,5815,3946,98,6,24,0,7103,4094,944,418,1549,5841,800,5014 
Portugal,10289898,105813,2325,21988,,,349,1501,0,6,40994,10279,4141,214,210,1579,3,253,255,13151,4769,11,340,4,0,0,29,747,2,0,4,122,951,6,21461,559,527,2617,2863,342,879,2870,268,1524,227,366,371,1805,646,955,675,527,120,3138,60,1041,185,1002,9018,20995,2088,58,4645,2622,344,1822,1375,11,0,3,0,1450,501,26,86,66,524,97,2019 
Puerto Rico,3796981,28365,1540,4858,320,2897,344,1225,1,4,8314,2832,1556,154,150,966,14,345,172,286,2387,11,22,1,0,2,1,716,3,0,0,50,626,0,4702,136,155,277,518,262,193,592,57,338,54,65,74,524,102,281,180,156,188,2346,69,804,14,748,4063,1616,197,0,999,1172,48,901,795,8,1,9,4,599,142,44,19,306,305,677,295 
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Republic of Korea,47534119,246163,6185,58700,480,11779,6428,2851,9,2,58329,16056,14848,387,2129,3123,62,1315,939,33742,28799,269,3497,11,0,0,4,1707,10,14,14,383,28,4,57725,1054,1500,11503,4201,10040,2708,11546,300,1148,726,584,561,545,770,1403,1363,975,330,10720,225,4510,163,4219,10159,34754,756,171,3872,7957,710,10831,2791,60,1,56,4,12048,2731,1626,596,404,6444,816,4134 
Republic of Moldova,3639592,41224,734,4605,31,404,96,348,0,9,22998,2527,3761,38,62,352,10,236,237,1396,3380,27,616,1,0,0,13,14,4,0,0,29,11,1,4547,220,61,520,574,223,236,728,56,389,144,96,95,86,138,125,127,58,14,367,6,71,230,322,15483,6422,264,7,801,1586,176,3049,301,39,0,8,2,485,194,214,93,350,544,432,1068 
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Romania,22435300,255820,3171,41290,133,1963,1208,1647,0,2,157407,14822,14343,74,63,2386,75,1450,1054,320,14412,169,2130,1,0,1,24,173,9,2,0,42,486,1,40969,1488,504,3919,3808,2123,2004,8507,727,2949,1784,745,854,1512,1232,1011,1086,321,85,1871,45,318,737,15305,54427,51998,15154,45,6878,6532,699,10582,2043,318,36,40,0,3627,1576,1271,484,1190,2836,813,2615 
Russian Federation,144500464,2225332,36214,297943,1521,12912,8460,12939,16,196,1231373,102141,64676,1628,2505,14990,503,8517,7150,102932,318716,1307,29800,15,30,12,551,1888,109,0,0,845,208,6,295325,8980,7234,43747,34841,8350,13018,58872,,21707,6288,6089,7321,6680,7067,4501,8023,2618,946,11485,320,,8410,26493,578257,463638,,513,36107,56885,8635,29235,,,155,281,53,39565,13099,16017,10633,59500,56934,41090,81878 
Saint Kitts and Nevis,,363,40,47,2,13,4,3,1,0,158,36,6,0,2,17,0,9,4,4,16,2,1,0,0,0,0,31,0,0,0,0,5,0,47,3,2,3,3,3,0,0,0,6,1,3,0,10,0,1,2,0,1,9,1,0,0,5,49,53,2,0,19,4,0,2,17,0,0,0,0,5,0,0,0,0,1,0,10 
Saint Lucia,156949,818,22,140,7,96,5,11,0,0,254,50,32,8,2,7,3,25,12,47,97,3,1,0,0,0,0,14,0,0,0,1,0,0,135,5,5,12,5,7,5,8,0,14,9,5,4,24,4,6,7,5,5,87,1,1,2,27,35,87,9,2,15,24,2,19,5,1,0,3,0,27,0,15,1,0,14,28,12 
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Vincent and the Grenadines,107897,701,62,126,4,74,3,22,0,0,215,38,30,14,2,15,1,21,5,22,46,2,3,0,0,0,0,8,0,0,0,0,46,0,119,5,0,16,6,1,3,5,1,7,8,3,2,26,0,9,3,7,4,61,11,0,2,57,74,51,6,0,23,9,5,16,15,0,1,0,0,6,2,7,2,0,5,15,9 
San Marino,26841,188,0,65,,,1,0,0,0,80,11,4,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1,10,5,0,3,13,1,5,2,0,1,6,0,5,4,0,0,0,0,1,0,2,7,16,3,0,8,0,0,4,0,0,0,0,0,2,0,1,0,0,1,0,1 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Serbia,7516346,104042,578,18077,89,2560,407,896,0,0,58098,4752,3006,45,106,1570,7,475,239,9015,4122,18,284,10,1,0,0,146,0,1,0,18,41,0,17873,439,253,1266,2072,823,748,4008,298,1444,450,311,304,556,474,386,434,204,40,2506,6,112,158,1496,11643,17159,2195,152,878,2819,490,1075,1412,138,1,6,0,730,148,127,75,47,1546,202,1247 
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Singapore,3273400,14715,257,4101,,,15,95,0,0,5469,2401,292,34,47,473,8,40,75,67,845,17,99,0,0,0,5,88,1,0,0,21,0,2,4063,213,107,349,577,223,143,898,10,251,94,39,70,98,46,130,111,38,13,348,2,36,32,330,2979,1572,107,1,1713,617,51,99,211,2,1,7,0,174,99,9,3,4,309,35,212 
Slovakia,5400679,52724,168,11930,56,795,22,498,0,0,28883,2909,2623,2,65,671,1,216,179,592,3114,13,54,0,0,0,7,69,0,0,0,13,2,0,11871,557,253,835,1722,347,576,2249,183,799,220,250,271,537,235,420,327,59,16,758,3,66,120,3382,15688,4677,2628,71,1587,875,268,1496,632,17,0,1,0,849,473,158,54,157,729,118,576 
Slovenia,1977229,18588,101,4824,39,529,196,181,0,0,7504,1470,1220,18,37,183,2,45,49,647,1543,5,21,2,0,0,1,49,1,0,0,4,4,0,4752,127,77,405,600,142,234,931,85,365,62,87,111,246,100,192,136,72,23,491,0,71,81,438,2497,2039,388,5,703,634,128,723,152,2,0,1,1,331,338,26,8,24,588,22,206 
South Africa,,413736,78075,30658,13077,19336,1751,9348,32,70,70167,45082,11491,1137,1444,5623,737,22750,1671,50187,49424,14141,42590,29,2,6,80,2595,160,9,7,254,10410,1023,29677,965,3322,1349,1580,1641,952,4186,309,1887,2265,347,401,1743,421,1174,777,981,1885,13520,2091,1358,591,10189,11615,21915,1567,612,23930,13236,1294,4605,4837,111,132,547,58,4176,63,84,91,902,267,2111,41730 
Spain,40173504,360391,6278,95072,1210,10892,11149,10463,2,11,125723,40983,18419,944,3158,7918,14,859,1112,9643,16541,320,520,9,0,1,84,2256,11,1,1,828,1711,6,91846,2186,1790,6092,11653,4256,4000,17363,1138,5677,597,1206,1605,5456,3914,4246,2881,3226,753,9253,138,16216,1800,5055,39315,36596,7537,723,7590,16618,753,6797,6051,124,1,13,0,6480,1503,588,206,878,3394,411,3081 
Sri Lanka,18783745,116200,4145,7842,455,2790,1076,8149,1,1,24561,8575,4913,76,577,2221,75,2864,536,30413,16930,713,974,37,0,0,3,1672,0,0,3,4,4,184,7741,746,459,406,105,222,47,495,,323,56,191,84,51,57,183,416,101,440,2584,79,,120,4038,9095,3536,,0,2141,4516,52,4179,,,25,39,10,2118,1014,935,405,133,5252,977,6096 
Suriname,480751,2572,246,253,12,165,9,30,0,1,758,138,152,27,5,66,9,95,24,306,270,52,4,1,0,0,0,22,2,0,0,0,111,24,252,4,5,9,19,20,6,38,1,19,25,1,9,20,4,11,14,1,8,126,13,8,2,86,191,323,23,4,71,37,21,56,59,1,2,5,2,54,6,14,4,0,53,20,119 
Sweden,8872294,93516,1007,22004,252,2111,4161,1898,0,3,43277,6719,2914,141,489,1323,4,124,285,2537,4267,52,69,0,0,2,7,423,0,26,1,36,26,0,21153,266,354,862,2501,526,1451,2986,424,1526,171,315,639,2501,621,1231,717,851,140,1770,64,4261,150,724,20128,10193,3780,500,2909,2532,440,633,776,49,0,3,0,617,486,115,90,221,1131,91,1516 
Switzerland,7209042,62545,713,15978,147,1804,2312,2290,2,5,24910,4625,2389,84,451,636,5,174,273,2003,3744,26,45,2,0,0,14,202,2,10,0,35,135,3,15509,366,384,575,1720,501,866,2825,300,1337,85,204,420,1307,436,859,479,469,90,1558,29,2614,135,1578,10706,4578,1473,287,1847,1873,245,678,401,34,0,4,1,630,1093,53,36,31,1380,57,464 
Syrian Arab Republic,,60675,1078,3364,188,1086,96,1789,0,0,27417,2305,990,10,11,2043,248,2481,1284,13337,2948,85,61,18,0,2,0,788,0,14,0,103,0,0,2478,14,21,133,165,159,54,464,,152,20,58,53,245,38,179,394,,187,800,49,,988,1101,5677,3826,,0,745,216,12,533,,,0,143,94,999,74,150,339,87,23,191,1085 
Tajikistan,,25899,1829,1695,,,67,,,,10863,3621,1170,11,127,804,36,551,224,2283,1600,913,606,1,,0,9,80,,,1,,,15,1677,30,152,449,65,,,116,,85,39,39,,32,,78,84,18,148,359,,,202,2639,4785,1331,1466,96,1716,626,194,729,767,8,5,,,180,48,176,49,101,179,187,680 
TFYR Macedonia,2026400,17253,162,3051,,,32,133,0,0,9670,622,337,2,2,246,4,208,66,1440,728,29,92,0,0,0,1,13,0,0,0,8,0,0,2965,57,30,359,301,,110,599,69,239,56,64,55,105,101,61,71,86,8,534,1,30,38,405,1947,3277,393,4,113,375,46,132,223,20,0,4,0,115,59,23,11,15,150,61,294 
Thailand,62693322,365583,31956,39480,9180,8069,569,10717,4,8,32331,21101,9055,773,471,9430,102,989,907,149567,40874,1360,6248,105,7,5,0,10691,9,42,9,375,8695,625,39238,762,389,648,1899,9086,479,5486,273,1115,871,691,234,210,202,122,1532,242,287,7558,53,173,51,3403,6251,8260,605,128,8334,4618,280,6110,9091,25,17,80,5,13194,557,3863,212,98,5191,4288,13471 
Trinidad and Tobago,1267980,9478,704,1251,80,1420,30,186,0,0,3518,392,335,48,47,235,10,293,79,173,677,27,27,1,0,0,2,51,1,0,0,2,535,0,1205,33,18,67,112,35,61,98,7,127,65,54,37,207,12,62,37,46,68,1286,23,44,14,416,1628,953,131,0,173,170,63,102,182,35,3,7,0,162,30,54,22,1,166,157,85 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,4501419,25978,1631,1941,50,393,137,436,2,7,13918,2570,1309,6,22,335,5,393,175,714,1934,422,909,4,6,0,26,106,1,0,0,94,0,0,1897,72,312,287,58,106,18,206,,112,65,18,29,11,14,12,115,44,45,354,18,,133,2431,6631,2039,,14,1074,416,58,1054,,,1,2,0,354,33,260,235,130,383,123,416 
Turks and Caicos Islands,,67,10,9,2,2,1,0,0,0,22,2,3,0,0,1,0,3,0,9,3,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,14,5,2,0,0,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0 
Ukraine,49246400,758082,12725,97837,,,2713,,,,463876,37899,22208,625,794,4665,95,1785,2412,26838,73575,196,10976,20,,4,137,569,,,1,,,2,97123,3616,1854,12434,11563,,,18800,,7998,2443,2236,,2537,,2223,2958,714,261,3474,,,3089,1094,299198,116026,30696,47,7040,27037,2077,13236,3393,486,19,,,7197,2593,4267,1842,13993,14558,6458,22667 
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
United Kingdom,59703999,608366,4321,153698,114,828,13382,11199,9,17,236723,102056,25595,1376,3853,8421,46,2007,1762,14227,19530,603,500,0,0,2,226,1668,4,25,1,220,208,17,151186,1914,6919,6608,16265,1009,6897,33769,2077,12768,1253,1494,4418,9279,4941,7149,3987,2512,630,6478,56,13502,1789,3623,124067,60795,15794,679,60692,29264,4444,5972,4106,200,8,28,10,3521,5087,210,434,1123,4290,529,4336 
United States of America,281421906,2403351,59007,566637,9315,94345,46015,91014,59,67,941524,231079,84015,3753,13764,54560,404,14069,10578,31878,151268,1380,901,5,0,12,211,31224,60,299,1,5357,14478,3,553091,7492,12232,12645,57477,12916,29332,155521,9672,41872,4200,6586,14060,31078,12002,35179,21339,13546,4494,69301,3926,83694,3582,44619,515204,167661,40429,1765,63548,121984,4504,33853,39370,433,37,304,55,46259,13322,3482,3377,12757,29350,16765,25956 
Uruguay,3321242,30455,644,7517,166,862,850,879,0,5,10244,2462,1242,133,126,496,9,327,216,2245,2027,89,72,0,0,0,0,277,4,1,0,10,134,0,7317,137,295,423,839,82,394,1171,71,639,87,143,140,542,220,258,212,200,117,646,57,1113,30,421,2976,3492,559,2,867,1051,68,383,331,11,0,8,1,363,28,125,47,34,565,185,680 
Uzbekistan,24650415,135598,5114,9683,,,512,,,,71387,15706,7564,106,167,2532,182,3326,1032,2166,10680,510,3352,0,,1,19,528,,,1,,,0,9596,372,932,1327,461,,,1019,,696,269,221,,119,,345,525,87,296,2355,,,1267,6893,40661,17190,246,71,5170,3878,645,5989,2399,55,5,,,2152,271,1179,391,543,1919,771,3454 
Venezuela (Bolivarian Republic of),24481477,105948,5973,16210,365,7297,223,1808,2,29,32038,6316,4456,95,494,1705,327,5279,2036,1227,20068,1784,658,18,0,54,17,630,40,2,0,180,1287,24,15211,259,219,1689,1063,642,556,2106,263,1107,896,541,298,1408,186,756,745,999,260,5941,924,206,194,3572,15702,8000,669,23,2368,2634,441,2118,1423,92,41,243,42,5231,676,573,81,86,1264,6370,5787 
Virgin Islands (USA),108511,641,19,134,3,44,9,16,0,0,268,21,27,2,2,13,1,11,5,7,59,0,0,0,0,0,0,13,0,0,0,1,3,0,132,2,1,8,21,5,6,21,0,13,3,2,2,24,0,1,2,2,2,24,6,7,0,47,121,52,2,0,11,7,2,13,9,0,0,1,0,15,2,3,2,1,5,23,8 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
