Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Norway,5137429,40344,914,11088,154,945,2417,1935,0,1,11716,3750,1210,117,266,808,2,79,118,2249,2575,111,12,1,0,1,0,341,0,11,0,18,11,0,10841,110,226,301,1564,204,713,2158,374,663,63,166,292,1093,315,571,300,247,90,614,95,3127,55,481,4092,2705,629,40,1266,2041,139,224,463,36,0,2,0,186,525,74,48,336,548,31,827 
Occupied Palestinian Territory,,6696,224,955,11,652,18,113,0,0,2736,361,166,0,2,265,5,346,200,306,336,0,0,0,0,0,0,223,0,0,0,1,0,0,954,7,6,53,130,60,35,187,8,102,2,21,8,35,23,44,67,1,7,599,0,16,1,256,987,756,4,3,137,84,0,73,263,0,0,5,0,100,34,11,0,0,12,67,112 
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Panama,3867535,18171,1224,3125,122,1506,57,547,0,0,5070,1815,771,90,64,579,44,425,380,568,1784,182,210,1,0,1,1,285,7,3,0,7,484,0,2962,75,35,309,300,150,112,279,26,212,166,38,48,305,21,136,126,163,100,1213,116,195,10,645,1730,1557,97,15,673,548,24,315,471,18,1,34,9,477,127,113,15,8,147,627,270 
Paraguay,6552518,26975,896,4061,179,2832,320,401,2,1,6779,1667,1207,66,190,898,71,845,541,2889,3121,91,192,5,0,2,3,243,26,1,0,7,236,0,3741,81,117,217,316,122,182,473,70,346,269,131,58,303,33,135,179,320,123,2226,276,107,36,1113,2278,1988,146,26,642,573,55,422,706,33,15,45,11,1121,66,163,36,26,383,551,775 
Peru,,96459,10018,19405,183,4290,0,368,0,0,17941,20274,6299,0,0,4233,112,1848,1274,96,10118,390,1254,11,0,1,0,7282,9,0,0,54,813,3,19404,233,200,2992,1283,1359,859,1804,314,1034,994,382,362,1485,223,1016,986,1,183,3751,447,11,70,3848,4587,4103,243,12,13464,1914,308,3690,4003,170,5,105,2,2505,168,314,118,296,402,844,5471 
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Poland,38006154,376467,1923,100329,212,7206,1490,5190,0,3,169734,20371,15398,209,588,2845,8,805,878,27878,21400,422,533,2,0,0,5,309,0,0,0,321,125,1,95561,2675,1515,5253,11411,1924,4983,23210,1495,5975,1628,1535,2678,4440,3423,3312,2762,4768,87,6786,167,2302,740,3938,38538,31009,37931,11,12250,6438,2267,6581,2064,25,1,7,0,3837,4718,756,487,1220,5934,336,4112 
Portugal,10402343,105219,2220,26742,467,5497,2639,3550,1,7,32286,12164,4604,144,407,2882,6,144,165,6476,4818,214,206,1,0,0,3,1001,4,0,0,158,419,6,26220,694,565,2293,3808,1090,1362,3937,484,1664,210,408,381,1791,940,1378,841,522,313,4275,59,4225,201,2385,7456,11808,1601,24,5629,2756,211,1540,1539,43,0,3,3,815,618,78,48,74,1223,109,1853 
Puerto Rico,3686517,30152,1387,5554,339,4017,690,2525,2,3,7338,2564,1274,236,176,1399,3,134,90,494,1927,43,10,1,0,1,2,864,1,1,0,77,241,0,5390,104,118,224,751,301,295,639,71,454,50,114,107,509,126,331,175,164,216,3270,72,2550,20,1284,3209,1342,167,36,777,1030,32,689,1149,6,0,3,0,333,147,29,6,65,220,680,447 
Qatar,2172065,2366,45,254,16,154,0,29,0,0,372,115,60,2,0,65,1,52,67,666,468,2,8,0,0,0,0,17,1,0,0,12,1,1,250,3,9,11,32,28,11,31,2,37,2,8,8,10,5,4,13,4,4,135,0,0,0,113,123,44,5,1,70,5,0,35,58,0,0,1,0,269,42,21,8,17,55,9,47 
Republic of Korea,50763158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Republic of Moldova,3556397,39494,471,5972,17,392,168,359,0,3,22850,1707,3619,31,31,283,7,147,155,247,3035,5,318,0,0,0,7,15,1,0,0,4,97,0,5943,306,83,480,833,467,367,950,96,482,169,107,107,207,110,174,123,29,9,376,0,159,72,1431,14623,5994,184,2,869,781,215,2840,258,13,1,6,0,386,174,183,113,414,581,184,1000 
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Rodrigues,41668,244,5,31,1,47,2,2,0,0,90,20,11,2,0,1,0,9,3,2,18,0,1,0,0,0,0,4,0,0,0,0,0,0,31,2,0,2,2,1,1,2,0,6,3,1,1,3,1,1,0,0,0,45,1,1,1,24,29,22,2,0,4,10,0,6,1,0,0,0,0,3,2,2,0,1,6,2,2 
Romania,22299730,254791,2672,50584,125,2406,222,3453,0,2,149060,13388,14547,95,41,3268,24,642,438,3741,10083,118,1125,0,0,0,8,1026,1,0,0,75,203,0,50313,2158,710,3448,5863,2959,2901,10188,838,3343,1713,622,1056,2243,1553,1238,1310,271,83,2241,92,1948,387,28731,50670,44682,11228,16,5681,5985,486,10019,3095,112,6,11,7,2334,1304,725,344,756,2208,360,2052 
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Lucia,183645,1302,52,249,16,143,4,21,0,0,410,101,66,20,8,32,2,25,8,28,114,1,3,0,0,0,0,24,1,0,0,0,2,0,240,9,6,19,24,8,11,14,0,14,10,4,4,42,3,10,7,9,11,122,3,4,2,86,82,123,13,0,26,46,6,31,17,3,0,2,0,22,0,13,0,4,14,34,27 
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Vincent and the Grenadines,109360,995,75,165,9,130,6,12,0,0,387,52,32,4,6,10,1,16,10,8,72,5,3,0,0,0,0,28,0,0,0,0,25,0,160,4,4,14,12,1,8,4,3,16,11,4,3,35,1,9,4,5,6,109,7,5,3,86,135,109,4,0,29,14,4,12,6,1,0,1,0,12,5,5,3,0,2,39,6 
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Serbia,7131787,101247,555,21806,251,2643,1303,1772,0,1,53993,5069,3351,104,141,2054,8,252,120,4749,3075,136,101,0,0,0,1,203,1,0,0,41,12,0,21322,511,253,957,2595,734,1056,5225,423,1648,415,322,448,977,655,651,550,484,154,2513,12,1336,81,5723,9971,12319,2620,6,1002,2499,514,862,1962,30,0,5,3,529,375,73,56,46,1134,114,748 
Seychelles,91359,725,82,125,15,18,2,6,0,0,202,95,54,3,0,47,0,11,6,13,46,3,0,0,0,0,0,49,0,0,0,1,15,0,125,12,2,6,24,8,4,10,,10,7,0,3,15,1,3,2,0,13,17,0,,3,58,36,32,,0,65,16,5,24,,,0,0,0,12,2,12,3,0,4,8,5 
Singapore,3870739,18237,195,5508,18,285,1,136,0,0,5604,4077,451,118,77,929,0,38,43,48,708,33,55,0,0,0,0,35,0,0,0,1,47,0,5428,248,91,294,782,558,291,1226,34,411,77,83,128,173,77,208,128,80,7,268,0,3,28,663,2892,1537,182,0,3557,430,34,173,419,0,0,0,0,128,111,5,3,9,355,9,88 
Slovakia,5418649,51345,368,13628,54,1034,947,1147,0,2,22889,2728,2892,165,80,808,2,141,170,1124,3166,49,34,0,0,1,8,213,4,0,0,21,1,0,13543,643,288,656,1989,427,822,2174,310,898,228,241,320,738,374,620,400,85,19,895,32,1416,84,1312,13338,5187,485,1,1577,884,232,1522,651,7,1,1,0,428,731,129,20,149,554,47,1108 
Slovenia,2061623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
South Africa,53969054,453360,98392,39095,9566,29602,1991,10242,16,54,78125,45225,11895,793,1617,8754,1027,9076,2094,56551,47324,14402,38404,11,0,2,57,5518,82,4,4,279,21845,383,37766,1034,2772,1102,2381,1564,1330,5242,622,3122,3444,550,705,2729,572,1809,1039,1329,2126,22733,1864,1941,325,17751,10896,23057,1446,472,21470,12085,1486,4160,7877,156,103,612,312,5897,183,1568,2270,859,582,5271,30694 
Spain,46455127,395830,6508,110278,1784,13013,18706,23373,9,12,117393,43841,19385,1318,3679,11530,9,778,828,8483,14903,753,279,1,0,5,8,3257,7,10,0,919,700,3,106269,2340,1834,5534,15476,5055,6287,21270,1681,6231,590,1601,1956,5863,4800,4928,3389,4009,1143,9625,187,32814,1668,11573,32564,27579,5031,380,8445,15546,411,5453,7077,183,1,8,0,2073,2749,434,173,921,3911,317,4325 
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Suriname,538248,3150,225,435,10,210,10,47,0,1,926,202,143,35,16,108,7,103,29,306,335,8,10,0,0,3,1,65,0,0,0,9,96,0,432,16,5,17,38,29,13,64,1,37,34,1,9,46,5,23,15,3,8,192,2,2,1,90,248,350,23,0,127,37,13,46,68,0,1,4,2,71,12,24,7,3,130,35,53 
Sweden,9696110,89062,2114,23337,256,2398,5986,4083,1,2,32548,5552,2825,176,482,1124,4,119,257,2957,4841,259,29,0,0,2,1,1057,0,17,0,60,9,0,22327,302,452,612,2771,698,1792,3650,573,1398,132,333,562,2398,695,1257,771,1010,152,1880,84,8033,121,2358,12573,6588,1660,29,1765,2864,270,812,752,30,0,4,0,320,1000,110,62,505,1148,79,1617 
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
TFYR Macedonia,2067471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Thailand,64955313,435624,41480,70075,724,13303,1043,8505,6,4,58676,39637,17458,2201,1968,19670,166,2288,1452,118517,38451,1754,5939,35,3,0,6,25383,4,0,0,644,5705,38,69673,2595,1548,1660,3416,15305,1183,12085,350,3455,2062,608,958,1156,654,384,2390,402,418,11389,273,4362,122,7115,18079,25110,1174,57,24302,7886,373,9832,17171,120,19,112,35,15069,2007,3568,273,80,3952,2652,10850 
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,5307188,31751,807,2575,61,623,23,335,0,1,14334,1913,2328,4,52,450,4,1486,791,4790,1174,42,473,12,0,0,4,145,1,0,0,60,0,0,2544,121,224,240,102,166,68,271,,270,166,31,53,38,50,58,84,31,23,604,0,,79,2300,6959,3954,,4,787,175,109,1968,,,1,3,0,144,38,78,69,67,136,89,553 
Turks and Caicos Islands,,77,1,10,1,6,0,4,0,0,29,6,3,0,0,1,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,1,0,0,1,3,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,3,16,4,3,0,5,0,0,1,1,0,0,0,0,3,0,2,0,0,1,2,2 
Ukraine,42831572,632296,10974,83894,241,2222,1609,5882,1,37,425607,14810,25225,506,519,2695,69,1958,1513,14399,40135,30,5240,5,2,1,60,386,14,0,0,252,4399,3,83081,3635,1546,7911,11504,1698,4558,13243,,7275,2102,2100,2282,3715,2168,1730,2299,813,106,1948,37,,839,578,291445,87890,,14,4983,8348,1702,16787,,,3,41,24,5164,2151,2243,1433,5243,7970,2845,13086 
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
United States of America,319448634,2626418,70413,607794,10688,112737,151048,165434,34,56,807760,258333,100989,4457,13344,66165,1123,11896,9609,32242,202296,9830,515,1,0,14,43,38940,47,160,0,8081,6721,8,591727,9405,14935,11311,52234,24698,40419,155610,13059,41213,4115,9727,14195,28344,15775,34116,23448,16067,5219,76488,3933,239753,3281,73345,364593,133103,25555,3928,50622,147101,3006,50681,52646,547,28,536,292,37195,31959,3406,2701,42032,42773,15809,26421 
Uruguay,3419516,32122,664,8052,174,1220,716,1180,0,0,8661,3117,1308,151,284,1043,9,169,152,2824,2386,145,67,0,0,1,2,217,1,0,0,4,175,0,7768,132,192,405,908,141,550,1331,115,616,87,141,127,568,213,350,205,284,122,848,62,1105,30,721,2276,2452,442,3,1085,1052,41,327,691,10,1,5,3,495,44,87,35,29,601,221,874 
Uzbekistan,29469913,149761,3053,12313,330,4853,38,2632,0,1,90857,7453,8711,34,165,2677,131,4203,846,2256,9208,101,1824,0,0,0,30,494,1,0,2,242,309,0,12223,523,618,1649,678,897,350,1269,159,1226,626,201,218,167,184,395,488,90,259,4775,8,15,567,20119,41892,14261,4133,211,3366,1627,537,7307,2588,36,4,109,17,2542,279,829,322,378,2098,416,2344 
Venezuela (Bolivarian Republic of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Virgin Islands (USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
