Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Malaysia,,68124,7460,8041,416,1902,61,943,1,4,17838,7453,2382,343,277,1479,128,1095,931,9180,8190,115,813,5,0,0,10,4814,1,2,3,170,300,15,7614,445,139,318,685,684,198,1512,52,759,218,62,212,122,94,399,482,427,163,1437,8,16,127,544,8180,4794,300,1,3651,1652,213,898,1226,5,9,96,23,3893,121,226,47,16,63,279,3545 
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malta,405355,3216,19,798,9,135,88,95,0,0,1369,283,140,37,18,58,0,7,12,33,115,0,1,0,0,0,1,6,0,0,0,1,5,0,782,18,8,35,102,16,47,134,8,77,5,18,23,30,37,38,24,16,6,128,0,91,3,24,744,343,57,0,63,108,14,35,44,1,0,0,0,10,47,0,1,9,26,0,22 
Martinique,397224,2656,80,675,10,183,53,125,0,0,736,122,120,15,13,36,1,27,11,231,218,1,2,0,0,0,0,35,1,0,0,3,12,0,652,18,16,50,52,25,26,70,2,41,9,13,10,123,15,37,29,23,4,130,9,93,10,79,101,266,53,2,57,18,3,35,23,3,0,1,0,58,27,11,5,3,36,23,55 
Mauritius,1215619,8917,212,914,26,2056,93,122,0,0,3203,659,483,26,21,200,3,147,54,184,514,29,7,0,0,0,0,107,0,0,0,3,31,0,875,36,30,86,85,46,25,122,3,97,19,29,23,33,16,26,40,39,20,2018,4,22,13,395,1244,832,19,0,155,253,37,234,195,2,0,2,1,143,35,35,23,1,118,63,96 
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mexico,111382857,493296,17980,67155,4083,81835,3625,9005,9,47,111718,42252,47272,1089,3293,14490,1188,15399,9275,9446,53995,3936,2525,35,0,15,12,3795,11,9,0,1374,4944,0,63774,943,927,5362,3414,5092,3252,6830,1280,4451,4131,619,1638,4688,836,3200,3621,3381,3371,68349,7948,1797,1155,12893,53617,27346,1983,12,13372,20907,2756,29322,12047,601,94,841,217,17189,2287,2309,605,1537,4266,10360,15442 
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montenegro,624241,5968,12,974,9,125,32,11,0,0,3390,254,136,1,1,99,0,61,5,565,293,0,5,0,0,0,2,2,0,0,0,1,1,0,974,18,15,52,68,50,51,276,9,90,14,13,13,34,23,18,21,0,6,121,1,24,2,0,443,704,29,0,46,7,17,60,98,0,0,0,0,0,0,0,0,0,0,0,293 
Montserrat,,47,0,1,2,10,0,1,0,0,23,3,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1 
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Netherlands,16346242,135372,1925,40563,474,4249,6968,3840,2,10,41720,13731,5429,357,892,3159,15,407,548,5723,5360,123,76,0,0,1,4,923,6,6,0,59,48,1,39494,554,1453,1450,4735,552,2126,9426,749,3335,214,395,1009,2394,1144,1838,1121,1069,347,3510,83,7747,8,903,12491,9882,3294,84,5559,6292,300,955,1577,58,1,10,4,789,1264,88,62,114,1525,129,1389 
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
New Zealand,4184500,28389,167,8171,58,1177,826,1070,0,0,10838,2385,816,58,257,407,9,123,192,91,1744,19,22,0,0,0,5,35,1,4,0,26,17,0,7996,118,208,273,1193,209,355,1472,389,617,52,98,212,559,197,493,299,175,26,860,4,1264,186,329,5911,2672,521,17,461,1698,94,158,303,11,0,4,3,451,383,54,14,47,527,65,203 
Nicaragua,,15716,667,1945,75,1250,211,263,0,0,3896,1258,1134,25,87,931,93,1103,371,574,1832,212,160,3,0,1,1,148,1,0,0,15,84,1,1907,24,19,217,132,191,58,125,22,96,209,28,42,160,13,82,148,38,61,1084,128,24,20,422,1807,1079,28,0,608,556,64,733,899,23,3,79,11,421,66,118,13,112,319,378,405 
Norway,4660677,41242,741,10690,140,1141,1606,1372,1,2,14654,3962,1272,85,237,941,5,116,136,1738,2403,159,38,0,0,0,7,331,0,11,0,8,15,0,10440,137,177,349,1575,148,633,2007,291,675,79,153,328,1042,344,593,323,250,90,824,0,1926,36,409,5857,3583,887,18,1775,1870,203,228,533,27,0,4,1,273,341,65,54,340,532,45,753 
Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Panama,3378600,14358,964,2342,73,1010,23,285,0,0,3816,1133,588,53,55,538,36,339,301,1096,1706,97,162,0,0,13,1,185,5,0,0,9,468,1,2305,42,40,257,192,109,87,253,17,134,125,36,35,264,27,123,115,37,58,823,121,65,33,249,1451,1377,111,0,428,463,29,272,472,17,8,16,12,494,98,120,11,110,186,380,307 
Paraguay,5882797,22728,993,3259,65,1744,107,315,0,0,6086,1285,893,25,129,515,123,1013,396,3204,2561,195,187,6,0,1,0,320,27,0,0,14,184,0,3047,67,90,234,190,81,102,357,45,280,224,150,46,246,21,131,193,212,36,1489,186,31,27,650,1832,2255,155,2,661,280,82,275,408,9,31,77,15,872,70,125,25,20,254,657,538 
Peru,,82620,8413,15821,576,3013,0,842,0,4,15990,14477,6544,31,48,3762,173,2517,1273,630,8506,578,1557,12,0,2,8,5115,11,0,0,137,726,4,15817,184,190,2425,834,1079,589,1374,242,685,786,488,248,1192,168,809,688,4,532,1803,1067,112,115,2938,4605,4678,548,5,8618,1410,267,3458,3578,99,19,151,2,2249,263,435,89,257,229,417,4567 
Philippines,87592899,440996,41512,45290,3302,26203,597,6405,26,82,138546,59736,21202,1490,2024,15760,1721,12334,5008,23227,36531,5614,25860,697,15,2,64,5461,11,15,43,788,29,162,43043,2123,415,1415,3565,5424,1093,7391,273,4652,1176,1120,1060,2012,302,1321,2365,2247,2450,20239,2276,526,2209,17650,49121,46648,2781,163,34958,21216,6456,8035,14006,368,163,1405,152,6866,1680,3242,425,555,1788,13057,8918 
Poland,38132277,369686,2345,93933,463,6486,1962,4829,0,0,168532,18467,16291,47,500,4695,11,1250,985,23697,25193,26,759,5,0,0,13,1068,4,2,0,235,101,1,91632,1979,1446,5513,9676,1990,4201,21775,1627,5212,1824,1215,2390,3681,2806,2942,2685,2301,273,6014,71,1906,948,5965,50029,38381,32777,14,8771,7853,1525,6843,4473,39,1,7,3,5557,3668,1031,575,2087,5805,570,5900 
Portugal,10522288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Puerto Rico,3749653,28206,1524,4953,347,3121,309,1688,0,1,7962,2671,1381,164,130,1198,4,255,120,164,2214,28,17,0,0,0,1,810,2,0,0,85,476,0,4806,126,116,250,631,267,188,603,49,387,44,105,96,516,82,279,170,147,212,2589,35,1403,11,874,3920,1562,187,2,951,1041,28,748,985,6,1,1,2,518,175,27,11,184,266,724,309 
Qatar,988448,1754,12,158,7,114,1,26,0,0,323,62,48,4,2,31,1,54,47,390,474,0,1,0,0,0,1,1,0,0,0,1,4,0,155,2,6,12,9,11,7,15,0,18,2,3,3,1,2,17,8,3,1,108,1,1,4,82,162,23,5,0,14,11,0,31,30,0,0,1,0,303,34,19,14,1,29,5,69 
Republic of Korea,48887027,242266,5420,66371,459,12225,4369,4393,0,4,56093,14210,10670,496,1656,3224,54,859,571,31688,29504,95,2925,10,0,0,4,1154,4,6,0,905,77,2,65519,892,1476,10716,6244,10884,3445,14027,340,1598,1002,238,712,1004,920,1814,1410,852,286,11564,43,4358,270,4606,14215,29951,1101,0,4544,7061,435,7583,2918,58,2,47,5,7784,3417,756,400,296,10653,781,5417 
Republic of Moldova,3585209,43137,740,5500,28,417,181,365,0,5,24070,2613,4393,31,30,385,6,148,203,256,3766,11,629,0,0,0,4,8,0,0,1,8,55,0,5438,239,77,502,705,387,292,849,73,463,213,98,127,131,154,160,129,62,13,389,4,133,182,472,15879,6964,225,0,905,1580,185,3503,352,23,1,3,2,504,192,281,179,440,637,263,1270 
Reunion,800598,4322,260,932,10,304,136,163,1,0,1286,256,231,15,19,63,5,60,35,174,372,15,11,0,0,0,0,40,0,0,0,6,8,1,887,43,42,75,67,33,41,147,13,51,14,22,7,52,17,38,36,45,4,232,19,93,24,134,353,345,71,6,76,105,17,129,55,1,0,4,1,76,36,19,8,21,92,14,106 
Rodrigues,37079,245,8,31,4,47,0,4,0,0,88,22,9,0,0,4,0,8,4,2,14,0,1,0,0,0,0,7,0,0,0,0,0,0,30,2,0,4,5,1,0,4,0,4,1,1,0,0,1,2,1,1,3,45,0,0,0,20,36,18,0,0,3,12,1,2,4,0,0,0,0,2,0,1,0,0,3,1,7 
Romania,21584365,258094,2512,45451,124,2223,248,1859,0,1,160326,12673,14205,52,33,2366,34,1155,856,892,13084,77,1704,5,0,0,19,353,8,0,3,49,205,0,45026,1834,632,3773,4867,2503,2426,9043,704,3075,1839,604,955,1679,1261,1136,1256,425,68,2119,56,538,660,21506,54617,54541,13935,13,5306,6042,607,9968,2153,195,12,22,0,3485,1294,1124,397,1157,2721,496,2410 
Russian Federation,142487260,2166703,35738,286232,1185,11568,7136,14844,11,163,1232182,82761,89439,1828,1995,11466,352,6979,5868,94171,282785,478,28474,3,15,2,395,1470,44,0,1,1116,2464,5,283732,8235,6513,37360,36975,8040,14116,51902,,22409,6047,6224,7661,8516,7126,5284,7630,2500,698,10307,324,,5277,28292,607717,434978,,93,38970,37537,7861,51547,,,76,223,50,38241,11394,12212,11423,55303,42855,28844,82513 
Saint Kitts and Nevis,,372,14,75,5,34,3,11,0,0,140,11,15,1,2,11,1,8,1,2,38,0,2,0,0,0,0,9,1,0,0,1,0,0,75,2,0,3,8,5,6,3,0,8,1,4,0,17,0,6,0,0,3,28,1,5,0,14,36,60,5,0,4,5,0,8,8,0,0,1,0,4,7,0,3,0,0,1,23 
Saint Lucia,167656,996,34,177,11,102,2,12,0,0,316,60,48,10,10,23,1,26,6,86,72,0,3,0,0,0,0,23,0,0,0,1,3,0,172,11,5,13,10,5,4,11,0,11,10,3,1,32,6,11,5,5,3,84,1,3,4,47,40,119,15,0,22,22,0,22,19,1,0,1,0,9,3,7,4,2,2,11,34 
Saint Pierre and Miquelon,,48,1,20,0,3,0,1,0,0,14,1,2,0,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1,1,1,0,7,1,2,0,1,0,0,1,1,0,0,0,2,0,1,1,3,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0 
Saint Vincent and the Grenadines,108908,769,73,121,10,83,12,14,0,0,252,43,28,13,1,9,0,36,9,7,58,0,3,0,0,0,0,32,0,0,0,0,33,0,121,3,3,6,4,4,3,10,0,7,10,4,0,25,1,7,0,0,9,71,2,8,1,36,108,67,8,0,25,12,2,13,3,0,0,0,0,16,5,12,0,1,6,13,5 
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Serbia,7411569,102884,451,20544,168,2640,697,1142,0,2,58925,3761,3300,58,163,1748,9,324,170,4913,3869,9,203,6,0,0,4,120,1,0,0,52,25,0,20217,503,246,1067,2422,804,910,4855,353,1574,481,351,406,901,612,526,549,327,98,2541,16,352,110,3257,13772,17397,1861,1,589,2340,587,1029,1617,93,0,8,1,889,269,104,73,64,1444,154,872 
Seychelles,89896,664,53,103,10,22,0,12,0,0,236,76,34,5,0,39,0,9,3,15,47,4,1,1,0,0,0,36,0,0,0,0,3,0,103,9,2,4,15,4,4,9,,7,4,0,2,19,2,1,8,0,9,18,1,,0,99,32,34,,0,52,18,1,9,,,0,0,0,12,4,9,0,0,8,9,5 
Singapore,3608400,15414,236,4461,,,2,56,0,3,5143,2803,360,83,57,618,3,38,60,25,832,17,61,0,0,0,0,125,0,0,0,12,0,0,4420,212,72,294,656,305,201,1043,17,354,76,43,105,90,61,160,114,41,7,526,0,18,26,422,2875,1395,107,2,2160,559,50,94,281,0,0,3,0,156,125,10,7,28,372,12,122 
Slovakia,5391184,53301,283,11732,63,749,2,662,0,0,29208,2954,2864,8,61,649,3,155,153,693,3062,13,47,1,0,0,2,190,0,0,0,15,2,0,11649,598,240,745,1785,368,675,2026,191,708,192,222,277,501,256,390,373,83,21,714,3,185,102,2922,14383,4124,5266,7,1820,711,269,1626,610,13,1,2,0,0,0,0,0,0,0,0,3062 
Slovenia,2008516,18180,151,5345,21,416,142,223,0,1,7226,1238,1040,4,46,309,3,42,34,349,1590,4,18,0,0,0,0,101,0,0,0,10,0,0,5273,148,80,337,689,159,305,1057,123,399,62,93,125,338,129,239,146,72,8,391,0,107,81,612,1891,1522,466,4,656,412,89,585,267,0,0,3,0,293,437,25,7,28,529,13,258 
South Africa,49027805,607184,157675,34223,19400,28609,1793,16423,43,101,82940,85970,16612,1411,2082,8423,1388,12494,1682,81737,52474,39088,77461,24,0,10,136,4680,112,8,12,291,14747,496,33065,1083,3116,1239,1949,1610,1156,4536,515,2453,2706,479,572,2159,452,1471,860,1158,3277,19532,2605,1734,528,12578,13021,25219,1571,631,51987,15807,1531,5410,7511,119,194,868,326,5676,129,205,162,1224,514,5360,39204 
Spain,44068244,371478,7199,101683,1227,11523,12107,15711,7,3,120760,39510,19351,1083,3363,9405,14,911,934,10548,16139,442,396,4,0,0,43,3405,9,9,3,1010,1313,1,98301,2147,1760,5716,13101,4440,4860,19532,1294,5956,604,1337,1760,5412,4526,4124,3152,3382,811,9675,135,21133,1356,6676,37092,32900,6064,48,7815,14335,529,6358,6545,100,0,13,1,4539,1647,520,194,751,3247,376,4865 
Sri Lanka,19672418,117467,3241,10386,321,8744,439,10271,28,0,29273,11588,3905,129,210,2841,53,2609,1117,19349,12963,421,817,18,1,0,3,1442,12,0,0,14,2,9,10297,968,658,653,212,399,78,760,26,467,113,270,151,86,105,347,487,89,286,8516,56,30,58,7920,6641,3299,326,4,2262,8236,49,3303,2767,0,9,40,4,2466,1162,865,306,228,4015,651,3270 
Suriname,495953,2723,188,337,19,189,14,43,0,0,854,140,169,19,5,60,8,114,28,205,331,10,6,2,0,0,0,10,0,0,0,8,130,1,334,6,2,13,26,27,5,43,2,22,28,4,9,48,6,14,14,3,11,155,8,2,2,87,242,426,6,2,61,52,26,58,41,0,2,5,1,82,8,21,8,0,112,19,81 
Sweden,9080505,91271,1385,22815,274,2413,4677,2942,0,4,38455,5645,3041,136,431,1173,5,124,271,2857,4623,112,64,0,1,0,8,547,1,22,1,58,24,0,21996,305,386,738,2643,634,1588,3482,507,1506,125,337,620,2473,644,1215,713,819,197,1997,77,5793,119,1184,17660,8252,2508,37,2098,2727,388,742,784,60,0,5,0,509,786,106,63,307,1197,79,1576 
Switzerland,7483935,60283,623,16165,168,1653,2796,2807,0,0,22392,3686,2489,96,483,617,6,166,265,2150,3721,49,33,1,0,0,5,172,0,9,0,22,77,2,15661,379,402,525,1614,585,951,2934,338,1324,86,207,440,1283,477,880,493,504,98,1380,17,3729,139,2456,9172,4033,1258,8,1367,1754,190,721,328,38,0,6,0,402,1276,44,28,209,1309,43,410 
Syrian Arab Republic,,57160,669,3357,201,785,89,1024,1,0,30246,3142,1174,14,5,1689,29,3152,2341,6040,3202,46,46,5,5,9,9,479,0,30,3,14,3,0,2295,22,26,166,185,193,99,461,,178,29,38,17,89,64,111,247,,188,602,60,,19,520,8478,3857,,0,785,253,31,595,,,0,28,0,1648,131,146,120,224,27,173,733 
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
TFYR Macedonia,2040228,18630,91,3419,12,744,14,136,0,0,10929,691,334,0,8,247,1,165,48,1138,653,2,60,0,0,0,0,15,0,0,0,7,3,0,3391,56,26,365,329,183,165,736,93,252,37,71,75,126,97,68,100,28,7,736,1,16,28,716,2080,3658,458,0,80,335,40,156,241,6,0,1,0,126,93,24,6,18,166,52,168 
Thailand,66174486,391126,38769,52062,581,8349,712,5654,0,3,34095,24120,13112,870,832,13341,92,2747,1427,149918,44442,887,5219,64,2,1,7,22706,0,19,2,234,6551,163,51851,1467,813,974,1619,13273,601,8019,182,2013,1639,521,498,540,373,51,1869,211,255,7486,53,282,53,2363,12163,12921,790,32,12286,5105,178,8111,12883,27,13,73,6,10445,842,4666,237,89,3612,3359,21192 
Trinidad and Tobago,1303141,9664,492,1397,91,1410,41,213,1,1,3397,468,402,56,69,212,12,123,96,157,1026,25,44,0,0,0,0,92,0,0,0,3,294,0,1322,27,16,53,116,32,71,116,5,138,66,51,46,232,15,81,42,75,80,1311,26,61,5,411,1572,872,114,1,220,144,63,126,158,30,3,9,0,232,31,44,15,5,141,399,159 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,4801594,27944,894,1965,53,410,227,420,1,3,15738,1493,1772,7,37,403,9,310,138,1633,2431,96,650,1,0,2,7,62,0,0,2,41,0,0,1918,71,242,228,70,128,32,177,,158,89,41,31,25,11,15,92,47,35,388,2,,141,2514,6981,3563,,5,445,395,98,1508,,,0,8,0,565,46,275,248,266,506,90,435 
Turks and Caicos Islands,,75,4,10,0,9,0,0,0,0,22,2,2,0,0,1,1,2,1,6,15,2,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,9,0,0,0,7,2,2,0,0,0,2,1,1,1,0,0,1,0,4,0,0,0,0,0,0,11 
Ukraine,46607431,758092,16283,90359,332,3208,2838,6521,1,47,480780,24736,30241,564,754,3375,70,1917,2172,29338,64556,65,10417,19,1,1,142,674,12,0,6,141,4125,1,89457,3420,1546,10166,11642,1732,4170,15558,,7867,2167,2186,2407,3108,2509,1577,2585,902,156,2818,53,,1854,623,321486,103605,,4,5484,16856,1630,21552,,,4,40,26,9885,3106,3881,2531,12175,10013,4177,18788 
United Arab Emirates,5171255,6483,304,568,,,3,,,,937,451,103,0,0,114,1,163,235,1708,1129,5,,0,,0,3,233,,,0,,,2,,,,42,49,,,56,,55,13,,,,,,54,,17,200,,,,190,126,238,,0,179,,25,78,,0,1,0,,,98,,43,14,90,27, 
United Kingdom,60587349,572224,8603,158072,1162,8478,17854,17092,8,19,198285,77809,29642,1963,4672,12197,50,2040,1980,11445,20853,3794,476,1,0,2,59,2950,0,28,1,230,245,7,154523,2007,7418,5268,15994,3083,7333,34226,2390,12349,952,1652,4317,10052,4820,7583,4311,3549,552,6439,98,21734,1218,4519,94676,55187,12749,20,32114,28960,3461,8797,4788,187,3,36,10,3522,3985,214,367,1281,4122,262,7100 
United States of America,299398484,2426299,66993,574018,8834,99207,91035,122965,51,62,827756,226662,87609,3862,13931,63581,756,14442,10489,31732,182314,6685,694,4,0,9,105,34234,43,344,0,7250,12113,9,559896,7720,13686,11346,53550,16526,33454,158665,11068,40822,3976,7384,14858,28372,13474,33101,21944,14122,3996,72451,2377,151432,3258,56561,425434,137123,31137,849,55477,124583,3297,37054,47508,514,26,415,125,47685,20823,3579,3109,28257,33300,18574,26987 
Uruguay,3331041,30576,528,7572,155,945,660,1282,0,2,9641,2845,1226,197,120,646,6,220,167,2377,1968,58,39,0,0,0,5,244,1,0,0,9,130,0,7330,121,244,394,866,94,414,1163,103,678,97,120,118,578,209,358,178,242,103,706,48,1168,23,509,2543,3161,513,0,1014,1051,53,338,454,15,2,4,0,432,35,89,38,19,531,152,672 
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Venezuela (Bolivarian Republic of),27221228,121673,5680,20074,294,8145,112,1853,0,7,36770,7470,5050,10,454,1881,356,4961,2214,806,25536,1451,674,8,0,32,13,706,20,6,0,104,1568,11,18555,331,263,1820,1235,763,685,2750,379,1415,1251,465,361,1829,233,902,819,1519,200,7184,626,276,153,4723,18401,9397,644,17,2839,3229,451,2485,1520,112,55,199,100,6290,788,553,84,93,945,8822,7961 
Virgin Islands (USA),107477,624,18,112,3,49,9,22,0,0,221,24,34,4,4,17,0,6,2,14,85,0,1,0,0,0,0,8,0,0,0,3,6,0,108,4,2,4,15,1,3,10,2,7,4,2,2,24,3,3,2,4,1,40,0,16,0,30,115,41,3,0,11,9,1,18,9,0,0,0,0,13,3,2,0,0,15,43,9 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
