Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Malta,419507,3420,25,925,5,48,89,60,0,0,1596,288,112,15,7,91,0,11,17,18,113,5,1,0,0,0,0,11,0,0,0,3,1,0,920,19,15,42,122,22,73,183,12,78,7,18,29,33,33,36,34,5,3,39,1,82,4,10,940,277,34,0,114,58,14,40,62,1,0,0,0,13,34,5,0,0,25,6,30 
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mauritius,1253000,9103,302,1118,58,2471,44,123,0,0,2854,739,341,36,26,149,9,100,51,191,491,34,16,1,0,0,1,107,1,0,0,11,76,1,1063,57,24,87,104,41,48,140,2,139,25,39,39,55,20,30,41,55,42,2416,15,19,8,497,1046,687,14,1,209,199,23,179,130,2,2,4,2,168,24,41,16,4,115,31,92 
Mayotte,221123,453,17,73,2,26,6,13,0,0,85,18,5,0,1,3,1,20,21,121,41,2,0,0,0,0,0,5,0,0,0,2,2,0,72,1,0,3,2,5,2,7,1,11,5,2,1,6,0,9,5,1,1,18,1,9,1,15,7,35,1,0,3,4,0,2,3,0,1,0,0,9,2,15,1,2,2,0,10 
Mexico,122070963,587826,17631,76874,4618,98738,3964,9969,18,37,141280,47389,56359,1669,4911,19010,1036,14178,9236,9978,70458,3268,2337,16,0,62,2,4438,17,23,0,1189,4892,2,71840,1066,976,5462,4641,5522,3760,6267,1500,5526,3757,803,1969,5777,974,3812,4090,5034,3566,83416,7476,2695,840,18709,72232,31124,1956,137,14958,23232,2436,32586,14657,668,79,624,243,17223,2274,2092,522,1178,5410,24538,17221 
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montserrat,,44,3,9,1,8,1,1,0,0,13,3,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,8,0,0,0,5,5,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0 
Morocco,,47699,1765,5050,316,2807,113,1099,0,0,9103,2330,1215,46,77,1178,93,3796,551,14219,3941,134,494,8,0,1,1,716,32,0,0,237,31,4,4837,103,46,286,267,272,189,829,30,322,78,119,45,296,123,122,169,213,238,2558,14,151,75,963,696,1821,55,10,869,491,52,491,1060,22,1,88,4,781,119,333,9,106,149,120,2324 
Netherlands,16754962,140813,2231,44669,473,3602,8581,5560,12,14,38371,14477,5260,377,924,3674,6,361,431,5453,6337,194,34,0,0,2,1,1163,2,5,0,58,44,0,43381,629,1737,1361,5374,839,2568,10322,909,3197,215,455,1028,2566,1247,1920,1276,1288,324,2811,79,10481,7,1133,9720,8472,3124,141,5416,6974,192,986,1984,44,1,5,0,684,2039,81,28,142,1756,146,1461 
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
New Zealand,4432300,30277,314,8983,61,1063,1306,1316,1,3,10359,2821,911,101,240,432,7,148,160,136,1915,96,10,0,0,2,4,110,0,4,0,39,11,0,8791,115,227,301,1283,236,463,1628,486,617,56,121,175,607,207,465,346,192,32,807,10,1884,115,344,5340,2611,450,39,678,1716,67,172,268,25,0,2,5,405,516,47,15,103,549,57,223 
Nicaragua,,20300,638,2652,107,1856,300,350,0,0,5336,1632,1539,56,123,1314,72,1208,485,320,2305,103,138,0,0,0,2,130,1,0,0,17,208,4,2567,39,30,281,174,277,78,211,39,145,251,35,40,232,14,82,179,85,78,1713,99,56,22,777,2655,1234,62,0,725,690,64,1052,1262,23,2,58,12,689,178,154,11,51,316,420,486 
Norway,5018573,41913,1021,11062,131,1091,2253,1756,0,1,13010,4267,1318,107,230,845,0,79,135,2183,2424,175,21,1,0,0,1,408,0,14,0,9,10,0,10800,144,205,326,1604,228,724,2185,347,645,68,153,328,1006,309,555,337,262,76,733,102,2855,39,415,4852,3116,731,82,1614,2174,180,249,506,36,0,0,0,184,479,45,35,312,515,30,824 
Occupied Palestinian Territory,,7016,210,954,8,512,19,122,0,0,3048,308,157,0,5,330,4,436,190,383,330,0,0,0,0,0,0,207,0,0,0,3,0,0,953,10,10,61,131,58,42,155,4,95,3,17,14,48,27,41,80,1,4,451,0,15,0,139,1176,854,1,1,82,86,0,77,329,0,0,4,0,112,34,16,0,0,4,49,115 
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Panama,3743761,17350,1129,3023,99,1321,35,518,0,3,4667,1772,780,121,56,598,49,428,359,495,1897,148,191,1,0,0,0,262,3,0,0,7,478,1,2928,57,38,302,255,137,118,250,32,204,139,55,50,356,35,131,148,95,85,1071,110,132,19,386,1672,1380,123,5,626,495,18,355,506,14,7,27,15,494,133,121,23,21,135,712,258 
Paraguay,6379162,25657,1044,3706,144,2404,227,428,1,3,6979,1675,1101,58,166,745,91,848,478,2627,2917,81,178,3,0,1,0,400,6,0,0,11,191,0,3417,84,108,190,302,102,147,459,60,308,255,107,80,309,24,134,175,289,112,1895,270,106,36,1088,2342,2098,135,42,725,471,45,371,603,25,15,57,19,1173,72,151,43,20,278,524,656 
Peru,,97951,9669,18468,684,3987,0,909,4,3,17359,21618,6819,44,83,4367,126,1998,1104,331,10378,448,1487,7,0,6,6,6710,28,1,0,71,696,4,18465,240,181,2731,1278,1326,789,1849,232,904,1019,435,348,1510,217,887,837,3,674,2890,898,71,75,4327,4414,3973,370,9,13475,1859,284,3775,3946,106,21,103,2,2775,184,439,110,210,591,766,5303 
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Poland,38059134,384788,2567,98757,280,7535,1697,5746,0,2,177578,20148,16563,145,564,4971,4,941,955,22755,23580,193,640,4,0,0,11,1141,4,0,0,288,118,0,94744,2376,1575,5317,11244,2027,4772,22650,1614,5574,1669,1375,2432,4199,3224,3060,2680,4013,135,7129,133,2476,839,4513,44677,34541,33653,4,11088,7247,1886,7218,4577,4,1,3,0,4170,4439,862,650,1451,6368,373,5267 
Portugal,10514844,107969,2351,26296,464,6053,182,3396,0,5,32859,13908,4541,89,371,2887,4,179,132,10297,3955,114,208,1,0,3,1,1220,5,6,0,127,503,5,25759,762,559,2376,3813,969,1299,3675,443,1758,216,404,390,1814,953,1298,855,537,336,4875,61,1800,169,2147,6977,13538,1823,43,6795,2936,188,1678,1716,42,1,3,0,720,327,50,55,20,1076,121,1586 
Puerto Rico,3695674,29665,1312,5576,332,3738,763,2604,0,1,7179,2411,1257,205,196,1339,1,199,145,152,2255,42,13,1,0,2,0,798,1,1,0,109,240,0,5423,125,112,231,698,307,317,646,55,435,48,113,114,512,124,321,161,153,202,3091,55,2613,15,1367,3001,1358,146,13,772,1013,20,712,1096,2,0,1,0,379,139,27,12,63,248,954,433 
Qatar,2015624,2031,24,218,9,134,0,36,0,0,248,74,46,2,2,49,1,62,62,681,383,0,4,0,0,0,1,6,0,0,0,6,0,1,217,5,4,16,19,21,15,23,0,36,0,4,10,8,2,8,15,1,0,112,0,3,0,29,119,42,5,0,16,9,0,31,45,0,0,1,0,231,26,21,17,4,43,7,34 
Republic of Korea,50345325,267221,7106,74990,626,12543,5574,8138,1,2,58960,22770,11276,443,1767,5438,56,764,499,25115,31153,797,2727,4,0,0,1,2140,10,1,0,890,124,4,73759,1036,1398,9342,8198,11335,4778,16654,422,1993,889,330,910,1460,1221,2490,1666,1231,407,11557,56,8096,228,5239,14570,25744,1186,77,10314,7831,501,6793,4625,61,3,28,17,6502,2104,712,311,282,14160,542,6540 
Republic of Moldova,3559519,39560,541,5810,12,447,104,347,0,4,22837,1736,3671,21,32,291,12,147,200,263,3085,4,437,0,0,0,7,7,0,0,0,3,63,0,5734,302,60,504,750,423,338,934,78,460,151,108,117,207,116,176,120,76,6,350,0,151,113,1060,14957,6125,155,0,722,967,188,2944,255,22,0,7,5,498,167,214,173,320,571,207,935 
Reunion,843222,4180,92,1106,9,266,152,171,0,0,1079,279,182,6,30,69,2,64,42,305,326,24,3,0,0,0,0,41,0,2,0,3,2,1,1050,34,40,78,87,59,62,171,12,52,17,26,13,80,22,60,34,56,4,219,8,150,15,81,286,317,47,9,65,104,6,84,53,0,0,1,1,50,40,11,5,37,84,14,85 
Rodrigues,38167,240,2,41,5,45,2,3,0,0,79,18,5,1,1,4,0,6,5,7,16,1,0,0,0,0,0,1,0,0,0,0,0,0,39,2,0,0,6,1,2,6,0,5,4,0,1,5,0,1,0,2,5,42,2,1,0,27,29,16,0,0,4,8,0,3,4,0,0,0,0,3,2,2,0,1,1,3,4 
Romania,21316420,255539,2396,49066,132,2431,176,3180,0,0,153371,13254,14471,120,37,2959,23,622,534,1999,10768,37,1249,4,0,0,11,767,3,0,3,46,175,0,48796,2151,694,3386,5823,2760,2800,9920,843,3129,1639,618,975,2085,1405,1219,1245,270,87,2294,80,1597,457,28483,51467,47402,12393,7,5850,5819,453,10143,2785,133,3,11,9,2492,1249,657,432,781,2495,437,2225 
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Kitts and Nevis,,341,12,63,6,41,5,6,0,0,114,13,15,7,0,13,1,3,3,3,36,1,1,0,0,0,0,1,0,0,0,0,9,0,62,1,0,1,1,7,1,4,0,6,5,2,1,15,0,5,1,1,2,36,0,0,2,22,30,44,1,0,2,3,1,7,2,2,0,1,0,6,4,0,0,0,2,14,10 
Saint Lucia,180890,1151,39,262,9,105,0,20,0,0,364,72,45,24,3,30,1,30,10,33,103,0,1,0,0,0,0,28,0,0,0,1,0,0,249,8,5,21,25,4,12,14,3,29,10,4,4,41,1,21,7,13,6,85,0,3,4,71,67,139,16,0,23,24,6,22,13,2,0,1,0,14,2,10,0,2,10,37,28 
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Vincent and the Grenadines,109334,859,77,134,15,115,6,15,0,0,301,45,23,0,5,17,0,15,2,32,57,0,4,0,0,0,0,44,1,0,0,1,12,0,132,4,5,8,14,7,7,9,1,14,4,2,2,22,1,7,1,2,11,104,2,4,1,55,110,87,5,0,18,17,2,11,6,0,0,0,0,9,7,4,2,1,10,18,6 
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,45636,1422,2030,268,1199,3,515,2,0,8216,1926,842,179,24,1558,45,3622,1244,13681,8860,120,262,6,0,1,0,797,1,0,1,68,134,10,2026,49,33,91,174,263,77,164,7,149,10,19,33,51,30,90,126,4,162,950,24,27,18,1364,2078,2405,25,1,1069,364,29,610,1476,0,1,42,1,2744,189,13,0,0,76,0,5838 
Serbia,7199077,102400,454,21725,193,3092,1163,1768,0,0,54972,4975,3405,83,169,2095,10,282,98,4631,3285,72,137,3,0,0,2,148,1,0,0,42,23,0,21269,492,274,1068,2681,722,1100,5099,446,1663,466,314,403,1027,708,569,546,456,109,2999,10,1097,64,4087,10555,14397,2638,3,1015,2702,605,860,2003,44,1,5,4,661,295,84,88,51,1245,118,743 
Seychelles,88303,651,50,111,6,6,2,10,0,0,246,99,29,4,0,31,0,8,4,16,29,2,0,0,0,0,0,33,0,0,0,1,8,0,109,11,3,2,10,5,4,7,,11,8,1,2,16,4,7,3,2,6,5,0,,0,58,47,42,,0,72,19,6,11,,,0,0,0,8,2,6,1,0,3,1,8 
Singapore,3818200,17273,214,5346,16,271,2,154,0,1,5353,3580,385,79,50,910,1,31,46,53,781,18,58,0,0,0,0,75,0,0,0,7,41,0,5265,207,86,326,754,508,290,1183,28,412,80,62,133,144,60,194,143,81,4,262,0,5,15,479,2758,1635,158,2,2987,489,47,146,454,1,0,1,0,133,134,15,1,16,392,9,81 
Slovakia,5407579,52437,186,12923,48,1093,914,1466,0,5,23594,3031,3225,174,70,679,3,138,153,1330,3405,24,17,0,0,0,4,79,0,0,0,21,3,0,12830,645,255,662,1985,359,760,2196,237,882,229,277,316,638,356,568,321,93,20,970,17,1643,106,1689,13862,5455,608,5,1647,1123,283,1750,546,4,0,3,0,457,924,116,42,149,571,57,1089 
Slovenia,2056262,19257,106,5822,35,389,162,333,0,3,7473,1384,1158,36,87,332,1,21,41,310,1564,4,11,0,0,0,0,58,0,1,0,4,2,0,5773,152,90,346,761,214,350,1122,159,390,42,90,125,388,186,279,153,49,12,331,0,107,101,604,2039,1935,369,1,735,432,73,638,232,0,0,0,1,157,524,29,10,65,440,16,323 
South Africa,52837274,491100,108507,38405,14285,28494,1778,12125,40,58,80679,53000,12720,1175,1650,8566,1050,10040,2060,66209,48127,15150,48853,9,1,3,56,5062,86,9,10,285,19071,235,36982,1093,2823,1159,2240,1660,1327,5129,556,3013,3132,455,662,2489,566,1779,950,1423,2748,21795,1851,1791,402,16476,12088,24415,1491,612,26154,12449,1525,4555,7691,109,96,654,300,5376,142,1641,2296,905,491,4886,32390 
Spain,46766399,402950,6520,110993,1555,12824,17145,22070,7,12,122097,47336,19797,1306,3766,11839,10,829,823,10016,14005,838,320,2,0,6,18,2956,10,9,0,851,880,4,106887,2275,1788,5682,15604,5016,5976,21511,1589,6282,667,1509,1887,6045,5253,4819,3531,4106,1022,9987,164,30471,1587,10273,34751,29520,5326,165,9289,16964,485,5793,7706,168,1,9,0,2150,2407,438,170,832,3539,303,4166 
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Suriname,528535,2815,209,361,13,229,5,36,0,0,806,171,138,24,6,85,2,90,25,280,335,12,12,0,0,0,0,62,0,0,0,2,93,0,357,13,0,19,34,24,14,52,5,30,33,4,3,29,4,13,6,4,11,208,3,2,3,100,253,288,23,2,95,52,7,56,62,1,0,2,0,64,10,25,6,7,134,30,59 
Sweden,9519375,91990,2210,23103,300,2425,5828,4022,3,3,34949,6163,2818,156,455,1092,5,137,226,3414,4681,317,38,0,0,0,7,1042,0,32,0,57,14,0,22094,301,428,603,2687,660,1703,3582,598,1450,120,333,571,2388,674,1231,748,1009,197,1963,58,7864,120,1919,14087,7313,1915,156,2071,3032,340,804,714,32,1,4,0,333,945,81,70,405,1154,62,1631 
Switzerland,7996861,64173,752,17059,176,1604,4704,3450,9,2,21674,3906,2560,97,566,997,7,158,254,2548,3650,131,22,0,0,1,1,177,0,10,0,12,45,0,16490,444,430,523,1740,685,1169,3092,468,1371,90,209,398,1278,521,919,563,569,119,1242,52,5902,67,2994,7991,3616,1033,32,1283,1947,130,751,662,40,1,4,1,341,1595,52,30,128,1038,41,425 
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
TFYR Macedonia,2061044,20134,76,3689,8,853,10,218,0,0,11926,795,390,0,5,306,1,176,16,1081,584,5,22,0,0,0,1,31,0,0,0,10,0,0,3673,49,38,337,383,198,187,802,90,285,39,104,56,190,111,65,88,16,5,850,1,39,9,845,1753,3865,352,0,101,467,46,174,303,2,0,1,0,101,60,21,9,10,172,34,177 
Thailand,64266365,415141,43293,63272,656,9132,841,6205,4,1,46346,32239,14675,1704,1185,16013,141,2767,1478,135058,40130,1374,5356,52,4,0,2,29157,2,6,1,463,4034,37,63033,2083,1337,1428,2879,14469,918,10652,280,2896,1915,490,849,911,568,191,2250,239,329,7749,152,2414,74,3684,15070,20366,882,11,15226,6606,237,8292,14697,73,20,84,37,14064,1662,4017,252,113,3985,2975,13062 
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,75175827,320967,5604,69269,1377,19258,626,13757,12,0,121748,31024,8361,219,1359,10549,55,5571,3923,15082,13173,300,622,9,1,0,15,3345,3,6,0,759,61,2,67777,690,666,5694,5710,2472,3616,20299,767,2852,405,720,1172,2900,1646,2654,2792,1492,620,16299,295,7990,200,14369,37989,31307,2221,41,4354,20709,333,3137,9433,247,0,49,6,4113,2707,200,175,295,1450,944,3289 
Turkmenistan,5172941,29208,740,2538,59,514,18,298,0,1,14186,1448,1950,2,35,467,7,1220,895,3562,1268,52,431,0,0,0,1,147,0,0,0,70,0,0,2527,154,239,259,145,162,73,200,,236,169,24,60,30,32,60,71,11,37,499,2,,84,2702,6666,3905,,5,674,151,99,1712,,,0,6,0,181,23,82,50,67,138,79,648 
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ukraine,45412987,663139,13922,92896,296,2529,1565,5847,3,39,436445,17109,27719,593,585,3167,66,2311,1843,14491,41713,42,6862,7,0,3,58,485,11,0,3,176,5686,2,91964,3746,1663,9152,12620,2134,4803,15049,,8076,2187,2327,2476,3787,2423,1901,2552,932,131,2205,30,,1156,725,297432,92932,,2,5380,9911,2137,18106,,,3,30,30,5905,2506,2713,1681,6690,9060,2336,10822 
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
United Kingdom,63705030,569024,5965,165809,1096,7953,40705,24345,23,27,161264,79918,28073,1839,4759,11258,51,1774,1956,11425,20784,1814,323,1,0,7,41,2458,5,40,1,261,227,2,162090,2455,7709,4762,16509,4537,8668,35403,2794,11662,920,2031,4136,10845,5244,7899,4835,3719,456,5858,88,51392,1237,5543,73683,41401,10151,96,28974,32584,2305,8662,5207,202,0,35,15,1865,4675,242,237,2549,4444,151,6621 
United States of America,314799465,2543279,68409,597738,10415,105926,147917,146187,59,65,787431,246311,95284,4201,13725,62030,990,11917,9636,42050,192988,10674,536,4,0,17,74,35842,45,157,2,8062,7216,6,582652,8924,14649,11191,52028,22973,38797,157499,12463,41152,4074,8911,14404,27245,15246,33864,23185,15086,5190,73932,3014,223404,3088,68111,371469,128546,25613,1093,49530,143489,2857,46993,49162,519,17,505,265,38251,28753,3551,2464,36332,40600,16688,26349 
Uruguay,3396753,33354,766,7739,145,1112,685,1250,0,3,9369,3526,1366,180,189,975,5,188,186,3311,2336,121,41,1,0,5,1,353,2,0,0,14,186,0,7473,114,256,420,923,119,494,1189,96,582,77,122,131,564,209,345,219,266,103,713,70,1095,35,644,2467,2583,477,5,1306,1099,50,334,608,10,2,2,1,533,31,90,44,43,604,223,768 
Uzbekistan,28592451,145988,3018,11192,219,4533,227,2579,0,0,89989,8601,8436,22,137,2767,103,3044,536,1621,8964,122,1805,0,0,0,29,433,0,0,0,299,279,2,11154,496,624,1534,515,789,268,1165,109,1087,609,253,189,99,179,510,468,38,197,4476,11,7,532,17390,46166,15103,4573,331,3497,1560,531,7211,2695,45,3,86,11,2338,215,975,288,341,1835,507,2465 
Venezuela (Bolivarian Republic of),29854238,148087,5918,25109,382,11405,101,2278,0,1,44833,9829,5847,12,501,2482,416,5445,2472,748,30308,1010,647,12,0,40,29,778,20,1,0,79,2161,10,22817,452,321,1935,1557,931,913,3405,441,2067,1321,532,481,2419,284,1047,926,2292,244,10530,426,488,84,5243,23594,11310,757,11,3769,4116,410,2908,1968,148,35,235,143,7002,675,448,141,133,731,9960,11218 
Virgin Islands (USA),106174,723,27,157,3,46,24,36,0,0,209,30,28,1,6,13,0,5,2,36,100,0,0,0,0,0,0,16,0,0,0,0,9,0,154,3,5,9,19,5,7,17,5,17,2,4,2,25,0,7,2,3,1,40,1,37,1,54,75,31,4,0,6,11,1,19,11,1,0,0,0,17,0,7,3,1,10,52,10 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
