Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Luxembourg,488661,3434,103,954,5,76,64,127,0,0,1307,272,161,4,11,39,1,3,2,95,210,8,0,0,0,0,1,68,0,0,0,0,4,0,932,16,18,33,121,45,59,158,22,74,18,20,28,47,21,43,37,22,3,51,3,118,6,27,378,303,64,1,85,122,6,68,31,0,0,1,0,28,38,2,1,31,43,5,62 
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malaysia,,76016,7449,9275,470,1726,47,1042,2,1,20330,9447,2853,435,342,1854,133,1251,1040,9510,8809,187,800,5,0,0,4,4597,3,0,2,173,417,15,8767,506,134,385,864,717,276,1697,65,877,255,88,233,141,94,465,504,508,166,1275,14,28,119,668,9837,4985,351,0,5306,1775,220,1055,1472,4,8,105,20,4440,41,342,22,42,59,231,3632 
Maldives,321026,1066,58,81,14,19,0,22,0,1,394,158,33,1,1,22,4,51,11,152,44,0,6,0,0,0,0,34,0,0,0,4,0,0,79,3,3,1,3,9,3,8,0,2,2,0,1,3,2,4,6,2,12,10,1,1,5,156,79,63,3,0,17,56,0,17,22,0,0,4,0,3,4,14,1,0,0,2,20 
Malta,409429,3243,15,855,5,160,111,97,0,0,1273,298,118,36,14,61,1,15,19,29,136,4,1,0,0,0,1,1,0,0,0,8,0,0,837,19,21,46,112,24,73,149,9,66,5,16,32,36,27,35,26,18,3,153,0,118,3,30,678,321,51,0,89,96,21,28,44,1,0,0,1,19,59,10,0,8,14,5,21 
Martinique,395920,2789,83,741,19,183,51,130,0,1,775,143,90,16,17,38,1,19,20,274,188,8,2,0,0,0,0,33,0,0,0,9,10,0,708,12,12,49,65,29,49,52,8,49,6,25,17,92,16,42,34,33,13,138,13,95,5,109,106,253,52,4,58,26,3,27,28,2,0,1,0,39,22,7,1,6,50,12,51 
Mauritius,1230995,8798,203,1049,45,2075,87,129,0,0,3076,565,445,19,32,138,6,130,60,210,529,21,15,0,0,0,0,103,0,1,0,8,50,0,1015,47,28,85,86,54,49,143,4,114,25,44,22,58,15,25,35,34,35,2004,29,24,8,490,1097,838,9,1,104,221,23,265,129,1,1,5,0,179,27,53,18,8,84,52,108 
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mexico,114972821,536335,18248,70646,4498,90583,4030,9617,29,59,125635,45139,51350,1409,4539,15923,1135,14625,8810,10240,59655,3552,2511,18,0,11,6,4367,27,6,0,1259,5165,0,66658,923,908,5491,4005,5015,3601,6661,1310,4840,3977,627,1684,5133,1035,3441,3774,3988,3562,75382,8258,2320,1069,15697,59349,30113,2058,40,13329,22214,2590,31398,12984,637,77,802,227,17362,2244,2551,652,1199,4668,14055,16924 
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montenegro,628805,5708,7,920,3,89,42,21,0,0,3078,247,134,0,1,80,0,55,1,799,231,0,3,0,0,0,3,0,0,0,0,0,0,0,920,12,8,29,73,37,39,287,8,76,17,5,13,49,30,15,23,0,3,87,0,31,2,0,438,592,29,0,27,3,15,52,80,0,0,0,0,70,9,1,0,5,126,15,5 
Montserrat,,45,0,9,2,5,0,0,0,0,18,2,0,2,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,2,5,0,0,0,2,10,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0 
Morocco,,48428,1788,4765,239,2727,141,1104,0,0,9733,2316,1188,34,60,1308,72,3467,431,15325,3730,149,595,16,2,2,2,682,12,1,0,206,25,0,4344,103,52,279,157,304,110,749,31,339,113,126,46,219,117,136,195,421,175,2425,21,75,60,887,612,2125,50,5,922,552,62,566,1171,17,5,67,2,477,19,111,0,34,10,53,3026 
Netherlands,16445594,135136,2013,41874,441,4079,7152,4165,3,9,40129,13789,5401,373,797,3319,8,376,441,5341,5426,176,51,0,0,1,7,1067,0,4,0,59,53,3,40750,557,1558,1424,4843,625,2378,9918,766,3327,244,393,1021,2421,1169,1776,1145,1124,315,3202,88,8191,6,1026,11387,9185,3193,42,5465,6303,215,1002,1730,59,1,6,1,726,1372,77,57,152,1439,151,1452 
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
New Zealand,4268510,29312,222,8613,54,1177,890,1129,0,2,10533,2624,859,83,236,523,7,141,182,118,1919,62,16,0,0,0,8,73,0,4,0,19,6,0,8454,127,229,283,1280,190,373,1634,425,618,59,90,184,670,200,465,287,159,30,877,7,1431,187,347,5554,2611,519,9,471,1838,81,167,367,14,0,3,3,454,474,58,25,106,520,53,229 
Nicaragua,,18254,647,2253,87,1538,235,283,0,1,4683,1750,1229,32,85,1066,69,1113,369,503,2305,148,132,1,0,0,0,185,2,0,0,13,124,1,2213,35,16,274,122,195,100,162,37,126,216,35,37,156,19,80,156,40,65,1414,80,28,24,724,1946,1233,42,0,938,650,64,757,1037,13,1,52,16,539,78,192,9,56,384,561,486 
Norway,4768212,41716,914,10886,114,1005,1749,1507,0,2,14135,4118,1286,80,259,913,3,92,133,2065,2455,227,25,0,0,0,3,367,1,9,0,24,12,1,10632,121,178,365,1556,163,655,2110,325,615,93,147,309,1096,332,586,324,254,75,713,0,2229,17,440,5636,3570,788,15,1641,2103,197,259,590,27,0,3,0,302,389,43,68,344,505,27,777 
Occupied Palestinian Territory,,6425,249,609,12,210,0,80,0,269,2624,507,156,0,1,319,2,402,155,540,290,0,0,0,0,0,5,237,0,0,0,4,0,0,607,4,4,42,71,47,25,117,3,70,0,16,6,28,14,25,38,2,3,145,1,3,8,327,933,733,4,0,125,99,1,113,318,0,0,2,0,75,22,10,0,0,5,91,87 
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Panama,3498679,15115,1179,2566,61,1049,17,371,0,0,4139,1514,613,80,83,570,41,301,294,398,1839,174,200,0,0,4,2,274,2,1,0,12,473,1,2514,67,26,309,190,94,102,281,39,169,112,23,53,290,33,107,130,52,51,887,104,95,27,288,1512,1367,109,5,600,481,48,297,500,13,2,25,14,476,75,124,11,20,186,652,295 
Paraguay,6047131,23338,1030,3396,85,1916,21,352,0,0,6183,1217,992,23,95,577,117,955,336,3239,2792,153,184,6,0,1,2,418,12,0,0,7,172,0,3218,59,92,221,251,90,140,387,49,277,227,129,57,306,29,138,190,178,45,1605,216,44,28,676,1952,2109,132,6,580,252,62,327,459,18,25,69,23,1177,48,120,33,77,222,609,506 
Peru,,91290,9001,17764,358,3184,7,3317,6,8,15518,18015,6271,61,321,4104,192,2756,887,555,8965,504,1511,13,0,11,3,5904,13,2,0,71,738,4,17749,190,186,2749,1085,1319,716,1709,204,872,896,503,350,1366,164,857,824,15,353,1935,874,136,86,2711,4904,4019,424,10,9908,1310,298,3248,3323,66,34,156,2,2799,224,442,97,203,404,369,4427 
Philippines,90297115,461581,41791,49047,3110,29261,762,6400,26,70,152959,65777,21416,1634,1685,16546,1731,12565,5259,16020,35522,5395,24569,661,14,4,43,7498,9,28,23,727,28,103,46262,2170,472,1369,4303,5682,1123,7923,277,5394,1406,1125,1209,2196,330,1392,2525,2785,2332,22778,2148,583,2156,18170,53019,51275,3081,128,39705,21859,6443,8153,14819,453,166,1453,112,7335,1901,3451,353,212,1820,12523,7927 
Poland,38115909,379399,2708,95520,435,7027,2067,4954,0,1,172943,19297,17079,35,511,4766,19,1262,987,24425,25363,51,827,9,0,0,24,1237,3,1,0,246,149,2,93060,2168,1398,5573,10407,2006,4522,22523,1580,5362,1745,1297,2507,3892,3007,2950,2629,2460,268,6599,69,1961,812,5612,48909,37248,35480,16,9128,8398,1664,7824,4629,20,5,12,2,6025,4090,873,559,1666,5682,486,5982 
Portugal,10558177,104768,2652,24608,357,5126,206,2689,0,4,33811,11580,4583,24,265,2878,4,191,181,11055,4554,60,237,1,0,0,2,1415,1,0,0,70,717,3,24033,695,551,2505,3634,804,1111,3311,368,1592,249,369,371,1765,788,1121,747,575,259,4278,51,1542,176,1680,7784,14583,2071,15,5145,2608,211,1906,2025,27,0,4,0,1070,351,64,66,29,1038,148,1788 
Puerto Rico,3728126,28871,1478,5175,340,3463,445,2007,1,3,7544,2759,1328,153,147,1304,6,217,112,149,2240,25,16,4,0,0,0,856,1,0,0,58,419,0,4994,132,118,215,617,313,218,578,61,413,44,94,88,530,110,280,163,181,192,2835,57,1837,12,999,3508,1520,150,1,942,1195,16,745,1087,4,1,3,2,433,187,39,25,137,300,813,306 
Qatar,1388962,1948,33,175,10,101,0,28,0,0,279,65,47,7,0,48,2,54,60,604,435,0,12,0,0,0,0,4,0,0,0,10,1,0,172,5,2,7,19,20,11,29,0,18,2,3,2,8,5,9,12,3,4,91,0,0,1,65,138,33,5,0,15,8,1,24,46,0,0,0,0,272,23,12,18,7,33,12,58 
Republic of Korea,49404648,246113,5603,69854,483,11053,5449,5458,1,4,55460,16018,10769,417,1666,4325,39,804,526,27709,30475,252,2572,5,0,0,0,1356,1,3,2,1012,99,5,68912,969,1385,10312,6855,11292,3767,14791,347,1718,954,307,834,1168,1007,2008,1507,942,304,10234,54,6311,230,4724,12700,27932,1046,5,5461,7338,475,7164,3905,90,3,32,4,7287,2481,687,320,230,12858,684,5928 
Republic of Moldova,3570108,41948,714,5620,17,434,156,442,0,4,23470,2460,4010,29,36,382,17,178,214,217,3548,12,568,0,0,0,9,11,3,0,0,3,76,1,5541,270,58,513,743,419,268,899,116,493,166,102,134,134,138,175,100,79,5,336,5,172,145,722,15195,6783,175,0,942,1371,145,3285,349,22,1,11,4,572,161,250,129,400,620,262,1154 
Reunion,816517,4118,79,1004,22,313,152,169,0,1,1115,266,226,11,25,87,2,72,27,212,335,8,6,0,0,1,0,27,0,0,0,8,6,0,961,40,28,82,86,47,48,177,3,50,13,18,16,69,14,45,26,43,12,235,21,108,18,107,318,293,81,11,87,81,10,119,77,0,0,2,0,52,48,15,10,12,93,12,93 
Rodrigues,37570,206,3,41,1,39,2,1,0,0,74,9,7,0,0,2,0,9,4,3,11,0,0,0,0,0,0,2,0,0,0,1,0,0,41,2,0,3,4,1,0,15,0,3,1,0,0,1,2,1,3,0,1,39,0,1,1,23,18,21,0,0,1,6,0,4,1,1,0,0,0,0,0,2,0,0,2,1,6 
Romania,21504442,253202,2485,46486,116,2278,260,2032,1,1,153137,12310,15454,55,33,2425,30,870,649,1447,13133,48,1639,3,0,0,7,485,2,0,0,49,149,0,46086,1953,642,3767,5096,2651,2584,9336,727,3033,1760,588,960,1737,1377,1151,1230,400,69,2206,33,747,568,24504,52534,48582,12817,5,5314,5804,517,11099,2229,180,9,21,0,3830,1433,941,408,1066,2472,527,2456 
Russian Federation,141956409,2075954,34540,289257,1209,10644,6795,14634,8,155,1185993,79493,90401,1843,1782,11207,359,6650,5420,91101,244463,419,25388,5,2,5,335,1412,53,0,0,1246,4460,2,286628,8736,6397,36045,37911,8319,14808,51364,,22946,6057,6354,7551,9452,6872,5676,7274,2629,714,9478,256,,4443,28421,599635,401883,,92,39595,34037,8144,51025,,,49,235,68,35419,11218,10931,9874,41386,38406,23738,73491 
Saint Kitts and Nevis,,374,7,60,4,59,3,12,0,0,126,13,19,7,4,7,1,7,1,2,42,0,0,0,0,0,0,2,0,0,0,0,0,0,59,1,0,3,5,1,3,4,0,6,1,0,1,16,2,0,2,1,3,48,2,3,0,21,36,46,4,0,7,2,1,7,5,0,0,1,0,10,4,0,1,0,0,13,14 
Saint Lucia,172729,1043,34,183,7,105,5,18,0,0,332,86,38,3,4,25,1,31,7,103,57,2,0,1,0,0,0,28,0,0,0,0,1,0,175,3,9,9,11,4,9,21,1,7,5,2,9,38,0,13,5,8,3,83,6,1,2,77,60,105,8,0,42,20,2,11,11,3,0,1,0,0,1,10,2,3,0,4,37 
Saint Pierre and Miquelon,,51,0,12,1,4,3,4,0,0,9,6,2,0,0,1,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0,2,1,0,1,0,2,0,1,0,1,0,0,0,1,0,3,0,3,0,0,2,3,0,0,3,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0 
Saint Vincent and the Grenadines,109165,804,52,122,18,33,13,11,0,0,344,55,34,5,4,15,2,26,4,8,58,1,1,0,0,0,0,25,0,0,0,0,16,0,118,5,0,6,8,3,5,2,3,16,6,7,2,20,0,6,5,4,12,16,3,3,4,15,146,91,4,1,27,9,3,14,13,1,0,2,0,5,5,3,0,1,4,9,31 
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Serbia,7350222,102711,394,20941,170,3207,829,1237,0,0,57343,3937,3660,72,169,1842,4,278,162,4774,3692,21,168,2,0,0,0,116,2,1,0,50,16,0,20573,484,275,1096,2560,747,1034,4955,419,1578,506,306,377,934,546,569,551,368,120,3113,14,519,105,3625,12895,16606,1843,3,470,2682,560,1073,1709,89,0,4,0,908,304,89,70,99,1290,142,790 
Seychelles,91634,663,39,133,9,10,1,14,0,0,213,94,46,1,0,24,1,13,4,22,39,1,2,0,0,0,0,27,0,0,0,1,2,0,131,8,8,2,5,6,10,13,,6,3,4,5,23,2,2,7,2,8,8,0,,0,83,37,23,,0,68,11,2,23,,,0,0,1,6,5,13,6,0,4,3,2 
Singapore,3642700,16162,268,4826,,,0,72,0,0,5452,2862,348,58,46,729,2,31,46,43,800,11,78,0,0,0,2,146,0,0,0,11,0,0,4785,224,99,332,713,342,213,1104,28,373,78,52,98,132,59,159,123,41,6,456,4,15,25,306,3276,1374,111,2,2285,479,42,105,361,3,0,2,0,171,105,15,1,16,319,19,154 
Slovakia,5406972,53164,314,11992,72,695,1,722,0,0,28475,2977,3024,0,54,712,2,143,140,667,3174,12,42,0,0,0,8,220,0,0,0,10,1,0,11891,592,265,639,1814,373,703,2061,195,751,207,244,272,502,260,362,343,101,22,625,2,225,100,574,17226,6170,661,13,1838,724,273,1726,656,10,0,1,1,764,487,155,43,174,591,69,891 
Slovenia,2039399,18308,142,5749,30,316,129,275,0,1,7225,1142,1173,44,89,219,2,40,36,181,1515,4,35,1,0,0,0,63,0,0,0,12,5,0,5679,164,79,379,760,190,336,1096,128,436,43,97,154,337,177,211,166,70,14,274,0,87,95,444,2004,1943,391,1,550,417,93,646,160,0,1,1,0,251,550,27,10,70,408,13,186 
South Africa,48793020,592073,156104,34686,18338,28705,1829,15781,33,94,82415,77599,15353,1350,2003,8292,1807,11976,1692,80397,52831,39282,75379,24,0,7,112,5425,106,13,7,306,15083,278,33429,999,2860,1211,2013,1579,1194,4529,539,2645,2631,469,606,2317,480,1639,872,1257,3218,19552,2618,1826,429,14172,12098,24357,1567,564,44969,14222,1485,5534,7467,114,101,852,854,5763,148,1478,2356,814,442,5454,36376 
Spain,45593385,386324,7708,104054,1342,12337,13040,17489,2,5,122793,44200,19476,1211,3404,10579,24,944,924,11503,15289,484,349,5,0,5,40,4136,5,12,0,908,1211,9,100675,2066,1789,5628,13816,4528,5233,20213,1356,6051,616,1357,1832,5464,4704,4451,3047,3379,900,10153,142,23414,1368,7654,35928,31833,5959,81,9191,14875,462,6163,7171,115,1,20,3,3506,1845,478,199,880,3457,378,4546 
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Suriname,506657,2972,222,373,23,202,6,44,0,0,818,133,163,28,13,64,9,113,40,323,398,17,13,1,0,0,0,36,0,0,0,15,119,0,369,6,3,20,33,28,13,45,1,27,35,1,14,36,4,15,14,4,16,167,11,0,0,82,249,382,11,1,76,27,16,56,45,1,1,8,0,95,9,20,7,4,147,18,98 
Sweden,9219638,91542,1696,22555,336,2496,4961,3199,0,6,37466,5848,3095,153,474,1193,6,116,195,2937,4810,142,62,0,0,2,4,802,0,29,0,62,18,2,21751,313,362,685,2675,592,1572,3555,561,1512,139,321,595,2485,629,1130,694,804,231,1999,53,6203,144,1437,16488,8364,2242,37,2257,2773,382,761,819,40,0,3,2,451,891,104,79,349,1170,71,1695 
Switzerland,7647676,61233,677,16435,163,1852,3446,2996,3,1,22321,3641,2422,79,460,827,8,165,215,1780,3742,87,33,1,0,0,5,189,2,14,0,21,48,1,15953,355,414,518,1584,638,1016,3053,374,1392,80,216,420,1312,513,860,538,482,93,1534,16,4442,90,2566,8861,4077,1164,18,1228,1847,150,727,543,36,0,4,4,399,1324,37,28,225,1314,43,372 
Syrian Arab Republic,,67028,896,4524,252,954,158,1397,0,0,32962,7443,1309,15,5,1970,27,3018,1724,6685,3689,38,42,3,4,4,1,757,0,16,3,1,2,0,3312,42,33,208,259,271,216,711,,299,17,29,37,135,92,95,371,,212,724,70,,56,520,13188,4367,,0,820,299,30,706,,,0,18,1,1689,125,177,194,262,34,278,930 
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
TFYR Macedonia,2046898,18982,81,3520,17,793,7,143,0,0,10883,735,403,0,4,282,0,148,51,1315,600,5,45,0,0,0,1,16,0,0,0,5,2,0,3509,62,27,341,378,177,178,764,91,260,43,98,65,125,113,65,95,11,9,788,0,18,27,608,1864,3811,350,1,99,384,53,203,276,6,0,0,0,129,57,17,12,30,161,40,154 
Thailand,63214022,397327,38666,55402,563,8601,666,5093,4,2,35391,26356,13053,991,956,14894,89,2783,1427,150603,41787,858,4825,64,4,0,2,25012,1,5,1,274,4682,101,55187,1618,929,1107,1839,14083,692,8563,225,2347,1719,469,641,571,416,127,1950,215,281,7725,39,233,52,2463,13395,13133,750,28,12962,5714,137,7809,14235,34,16,71,2,9711,827,4065,187,56,3778,3157,20006 
Trinidad and Tobago,1315372,10463,455,1499,75,1533,43,207,0,1,3414,545,485,51,71,255,11,148,98,200,1372,17,21,0,0,0,0,112,0,0,0,4,245,0,1423,26,12,55,160,28,75,128,9,155,74,48,47,252,16,82,41,76,55,1420,14,75,11,446,1613,836,76,1,217,158,84,164,188,28,1,10,0,273,32,50,19,6,199,568,225 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkmenistan,4917541,28847,919,2022,72,508,145,384,1,2,15528,1995,1974,4,39,420,12,582,301,2093,1846,129,580,5,1,0,8,94,0,0,1,53,0,0,1979,86,230,229,56,144,51,175,,153,94,20,48,20,16,29,63,43,46,488,8,,102,2349,6808,3943,,5,744,345,98,1696,,,0,10,0,346,33,169,133,162,244,90,669 
Turks and Caicos Islands,,55,7,6,0,2,0,1,0,0,23,4,0,0,0,1,0,2,0,3,6,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,5,0,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,2 
Ukraine,46077834,754460,17256,89008,314,2835,2858,7308,1,44,480120,23276,35195,548,727,3179,79,2624,2105,25606,61377,77,10357,6,6,3,106,627,15,1,0,145,5171,3,88098,3360,1496,9787,12021,1633,4274,14520,,7964,2191,2107,2486,3282,2408,1561,2500,910,161,2478,44,,1550,638,320568,103073,,10,6465,14542,1673,26104,,,10,39,30,9606,3572,3517,2604,11521,9458,3794,17305 
United Arab Emirates,6900142,7578,276,645,,,5,,,,1070,563,133,0,0,122,1,172,296,1913,1477,4,,1,,2,3,204,,,0,,,1,,,,35,68,,,85,,70,16,,,,,,45,,12,277,,,,209,109,268,,0,181,,16,117,,0,0,1,,,152,,29,24,101,25, 
United Kingdom,61383157,579697,7607,160730,1079,8695,22154,19749,11,29,190856,81322,29808,2078,4835,13567,49,2060,1902,11776,21390,2940,433,0,0,6,82,2753,3,21,2,244,262,5,157032,2122,7617,5187,16292,3409,7792,35311,2565,12069,959,1743,4265,10179,5012,7554,4390,3698,475,6450,83,27253,1164,4950,88227,53143,11903,51,32308,30700,3182,8988,5283,190,6,32,11,3073,4220,215,352,1643,4259,212,7416 
United States of America,304473143,2471984,68432,579939,9873,99326,104617,136607,51,80,808525,245099,91097,3983,13871,63130,795,13933,10288,38522,183816,7933,642,3,0,20,102,35927,39,396,0,7629,10285,5,565469,8019,13714,11352,53321,18213,35236,158656,11337,40589,4008,7675,14362,28472,14036,32619,22335,14470,5018,70553,2760,178960,3141,61005,405309,134148,27765,1721,54562,141090,3051,40146,50506,502,34,464,162,41911,24013,3548,2912,31116,36035,17826,26455 
Uruguay,3350832,31068,666,7700,135,938,658,1280,0,1,9502,2866,1233,148,185,761,6,191,174,2572,2035,89,44,2,0,0,5,308,0,1,0,9,173,0,7457,140,228,359,939,103,453,1238,59,580,100,147,137,599,218,331,213,243,96,645,50,1142,23,542,2537,2954,467,0,1034,1045,51,349,509,7,0,3,3,456,46,87,35,30,529,147,705 
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Venezuela (Bolivarian Republic of),28116716,133651,5676,21511,352,9282,109,1921,0,1,40077,8181,5484,18,552,2240,377,5027,2158,684,30001,1100,660,10,0,34,18,918,8,0,0,128,1632,9,19797,368,271,1872,1358,857,782,3038,373,1511,1218,479,446,2125,244,879,841,1714,253,8387,570,374,103,4819,20747,10007,648,8,3128,3585,425,2869,1954,96,40,232,105,7820,694,581,95,206,870,10491,9244 
Virgin Islands (USA),106859,678,27,104,3,56,12,29,0,0,283,17,21,2,4,10,0,5,4,19,82,0,0,0,0,0,0,13,0,0,0,2,11,0,101,2,3,6,14,3,3,9,2,10,0,3,1,22,1,6,1,3,1,47,0,26,1,30,162,36,6,0,8,7,0,13,6,0,0,0,0,17,3,4,0,1,6,46,5 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
