Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Maldives,338618,1144,35,106,14,50,3,23,0,0,452,128,24,5,1,35,4,42,15,163,44,3,8,0,0,0,0,12,0,0,0,1,0,0,102,4,3,3,2,9,3,16,1,6,5,0,2,4,6,2,5,4,10,36,1,3,2,79,113,108,4,0,5,80,2,9,31,2,0,3,1,3,5,14,3,1,2,1,15 
Malta,416318,3267,25,882,11,54,138,94,0,1,1463,232,99,33,10,79,0,13,23,12,98,2,3,1,0,0,0,8,0,0,0,7,2,0,875,16,20,50,110,23,63,157,11,85,5,15,37,36,35,48,24,7,5,46,0,135,5,21,810,336,44,0,78,63,8,41,63,0,0,0,0,20,32,8,0,1,20,2,15 
Martinique,390328,2730,71,747,15,203,74,187,1,0,701,142,104,15,20,42,2,23,16,197,170,12,1,0,0,0,0,29,1,0,0,3,7,0,712,17,11,51,84,31,45,58,5,48,13,26,18,101,22,46,27,35,8,139,15,148,13,83,87,231,53,4,61,18,3,31,31,0,1,1,0,16,9,16,2,8,37,11,71 
Mauritius,1248126,8951,275,1022,76,2334,68,149,0,0,2785,695,355,31,24,204,5,98,61,185,584,30,19,0,0,0,0,94,0,0,0,16,63,1,980,53,35,80,96,44,50,129,3,127,21,29,31,57,18,32,32,42,67,2277,8,26,6,453,998,750,13,1,209,190,22,215,186,4,0,3,2,180,55,41,28,11,118,41,110 
Mayotte,214924,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
Mexico,120365271,576662,17437,74833,4419,94748,4064,9960,21,42,137190,46517,54800,1645,4713,17955,1027,14679,9348,10583,72175,3324,2616,22,0,44,9,3896,15,15,0,1250,4984,0,70041,1017,893,5445,4235,5338,3550,6584,1426,5148,3848,731,1983,5550,1002,3709,3993,4792,3380,79224,7738,2575,820,18513,69265,30539,2056,90,14447,23383,2438,32082,14039,642,74,657,235,16764,2282,2152,595,1324,5602,25918,17538 
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montserrat,,55,0,8,0,17,0,3,0,0,16,2,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,4,4,3,0,0,0,0,0,3,0,0,0,0,0,1,2,1,0,0,0,0,0 
Morocco,,47692,1810,4465,311,2239,111,979,0,0,9795,2396,1042,53,79,1153,98,3531,473,15353,3804,100,454,9,0,2,5,852,10,0,2,208,66,0,4117,91,52,312,196,211,175,644,28,296,88,110,61,243,105,156,189,348,231,1942,19,88,54,863,608,1826,80,12,860,513,55,483,1021,15,2,89,7,589,45,193,15,73,47,75,2767 
Netherlands,16693074,135741,2104,44042,443,3559,7587,5046,10,15,38132,13317,5130,371,838,3505,3,347,471,4966,5855,175,36,1,0,1,5,1092,1,5,0,49,54,0,42868,628,1638,1419,5127,754,2529,10544,895,3261,189,484,1043,2500,1240,1898,1247,1174,343,2756,94,9218,9,1152,9876,8440,3171,52,4999,6452,195,964,1883,44,0,3,0,696,1682,74,25,138,1650,146,1444 
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
New Zealand,4405000,30290,296,8959,58,1063,1150,1293,1,3,10541,2723,940,92,251,435,7,151,182,119,2026,82,15,0,0,0,13,87,0,2,0,37,8,0,8786,127,262,296,1191,240,429,1682,513,636,53,108,199,585,200,507,318,173,25,835,11,1759,96,375,5533,2664,468,16,604,1768,85,174,291,15,0,2,5,353,495,71,12,115,493,54,433 
Nicaragua,,19523,583,2573,100,1925,286,339,1,1,5119,1429,1430,50,105,1321,82,1109,501,333,2227,109,149,0,0,0,0,90,1,0,0,9,189,1,2488,44,21,295,156,258,107,176,40,165,284,31,50,171,25,85,140,85,82,1742,139,43,25,793,2381,1276,60,2,600,675,49,966,1257,32,2,58,21,586,194,142,13,70,369,401,452 
Norway,4953088,41304,954,11099,142,1017,2045,1647,0,2,12962,4026,1282,95,269,860,3,73,126,2095,2607,207,28,0,0,0,3,381,0,10,0,13,12,0,10839,153,184,362,1554,210,646,2184,362,605,66,158,326,1052,349,598,298,260,82,711,67,2581,30,449,4967,3214,727,29,1575,2046,169,246,510,36,0,3,0,225,420,55,36,294,598,114,865 
Occupied Palestinian Territory,,7237,201,903,7,683,16,112,0,0,2612,556,162,0,5,334,6,685,185,450,320,1,0,0,0,0,0,197,1,0,0,0,0,0,901,7,7,56,131,66,35,164,7,77,0,11,11,52,24,42,60,2,5,624,0,16,0,218,932,765,2,2,116,92,2,79,331,1,0,6,0,106,40,17,1,1,6,32,117 
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Panama,3681979,16367,1150,2752,114,1152,51,425,0,0,4715,1546,711,87,38,509,59,348,284,523,1903,157,162,0,0,2,3,324,4,1,0,12,440,0,2629,56,27,273,235,144,110,264,27,193,138,53,56,270,23,134,126,123,90,934,86,119,14,403,1719,1354,108,4,632,415,40,301,437,10,9,43,7,469,111,138,7,26,144,750,258 
Paraguay,6293763,25696,1157,3749,104,2053,104,357,3,0,7161,1794,1181,56,146,755,94,913,463,2682,2918,124,202,5,0,2,3,427,10,0,0,14,168,0,3502,76,111,203,276,111,157,460,64,344,266,112,55,295,36,173,175,247,74,1749,190,69,45,942,2390,2271,160,18,954,420,64,420,615,15,21,53,20,1216,75,136,35,12,298,553,593 
Peru,,96852,8498,18196,664,4068,0,2298,5,2,17268,20852,6838,279,321,4692,148,2175,1030,815,8703,395,1497,15,0,1,3,5417,25,2,0,83,782,4,18195,212,195,2825,1205,1405,732,1877,237,898,1023,474,345,1367,186,878,779,1,655,2525,1162,150,66,3960,4763,4303,438,6,12182,1591,305,3693,3651,113,17,125,5,2799,155,370,75,231,478,367,4228 
Philippines,94501233,498441,43294,53451,3186,28810,441,6050,21,59,177358,76568,20797,1390,1355,18333,1465,11981,4803,12642,36437,4953,24362,598,18,2,54,9784,8,7,38,730,80,28,50764,2297,439,1390,5385,5731,1377,8358,335,6162,1788,1107,1347,2467,336,1473,2799,2687,2475,21893,1806,463,1893,16773,64729,60557,2819,38,48430,23258,5818,8286,16589,349,121,1253,91,8023,2028,3655,346,349,2449,11984,7603 
Poland,38051032,375501,3091,96013,325,7124,1800,5392,0,1,169872,19976,16434,86,538,5219,9,955,930,23952,23784,132,649,5,0,0,16,1773,3,1,0,259,130,0,92198,2239,1425,5239,10663,1941,4448,22251,1439,5437,1656,1317,2558,4085,3237,2997,2790,3815,168,6766,85,2397,821,5468,46344,35562,28843,95,9959,7602,1536,6941,5030,8,0,9,0,4835,4047,865,627,1351,6113,410,5536 
Portugal,10557560,103203,2276,26081,418,5520,181,3102,1,4,31670,11930,4555,68,333,2812,5,189,155,9792,4108,100,211,2,0,0,6,1128,2,5,0,118,561,7,25593,764,561,2430,3829,979,1292,3711,420,1638,250,438,386,1821,890,1254,802,488,330,4545,56,1698,165,1862,6970,13250,1835,13,5426,2635,188,1763,1685,37,1,3,1,968,327,61,54,27,1018,99,1554 
Puerto Rico,3701997,29758,1373,5431,344,3798,648,2275,0,5,7479,2481,1308,212,159,1252,5,189,124,194,2481,42,12,0,0,0,0,829,3,0,0,87,308,0,5268,122,88,212,663,315,274,604,50,430,55,85,91,490,140,303,182,163,215,3196,63,2353,15,1239,3235,1510,163,3,835,1056,21,741,1029,2,0,4,1,395,190,37,14,102,258,1070,415 
Qatar,1905437,1949,23,196,8,159,0,23,0,0,239,69,53,6,0,45,1,75,59,612,381,1,3,0,0,0,0,2,0,0,0,9,0,1,186,2,7,10,24,23,10,24,0,24,2,3,2,5,3,11,12,10,0,145,1,0,4,38,104,55,6,0,19,9,0,21,43,0,0,0,0,225,25,22,12,2,50,4,41 
Republic of Korea,50111476,257396,6766,72650,572,11715,5141,6640,4,2,56878,19932,11134,470,1772,4922,85,769,501,24998,32445,736,2656,6,0,0,2,1835,4,1,1,1095,124,4,71579,940,1507,9719,7721,10946,4379,15867,402,1999,989,305,901,1403,1169,2163,1557,1071,348,10775,56,6688,194,5038,13593,25404,1179,29,8606,6959,536,6751,4208,54,4,52,25,6316,2144,646,254,207,15906,552,6420 
Republic of Moldova,3559986,39249,604,5701,20,413,94,335,0,7,22548,1902,3566,37,34,302,6,182,176,251,3071,12,459,0,0,0,15,11,0,0,0,9,73,0,5634,238,62,503,829,387,347,904,88,489,147,108,103,166,130,170,93,67,12,308,2,134,130,893,14926,5986,127,7,668,1112,156,2858,272,17,0,2,3,486,160,178,154,337,502,196,1058 
Reunion,831263,4034,84,992,21,294,119,184,0,1,1116,251,205,10,24,71,5,63,39,230,325,22,8,0,0,0,0,32,0,0,0,10,5,0,957,34,29,64,107,54,44,172,10,47,13,19,23,59,20,45,34,35,12,223,22,134,12,98,304,340,47,11,66,76,4,97,54,1,0,3,2,47,39,17,9,33,76,12,92 
Rodrigues,37925,219,2,25,2,47,1,7,0,0,80,13,5,2,1,5,0,9,6,3,11,0,0,0,0,0,0,2,0,0,0,0,0,0,25,1,2,2,4,1,1,4,0,3,1,0,0,2,0,0,0,0,2,47,0,0,0,20,33,16,2,0,4,4,0,3,5,0,0,0,0,4,0,0,0,0,3,3,1 
Romania,21354396,251439,2233,48356,138,2357,213,2778,0,1,151538,12460,14499,93,44,2656,50,657,568,2050,10748,50,1283,6,0,0,10,526,4,0,0,38,193,1,47977,2055,732,3527,5559,2689,2702,9768,771,3130,1647,622,984,1978,1455,1200,1218,379,89,2223,81,1393,401,27271,50865,47573,12034,21,5207,5739,465,10136,2497,133,6,23,21,2542,1292,692,382,898,2536,421,1985 
Russian Federation,142960908,1925720,33672,292445,1286,9937,5012,18969,9,143,1076458,74219,88910,1935,1788,11135,291,6246,5158,98749,199358,408,20243,6,1,1,322,1953,49,0,2,1261,8247,3,289535,9176,6798,33213,37953,8552,15694,50440,,23320,6376,6494,7582,10555,6845,5936,7196,2910,786,8877,153,,3299,26016,568182,332804,,530,38093,30156,8499,48321,,,32,182,77,29342,8965,8530,7899,29407,31144,16795,67276 
Saint Kitts and Nevis,,374,10,61,5,50,4,10,0,1,121,13,26,6,3,9,1,4,2,4,43,0,1,0,0,0,0,7,0,0,0,0,1,0,61,1,0,1,8,4,3,1,0,8,2,2,4,11,1,2,2,0,3,43,1,4,0,12,33,55,2,0,4,2,2,8,6,1,0,1,0,2,0,0,1,1,1,25,13 
Saint Lucia,179278,969,32,152,11,138,3,12,0,0,269,64,34,8,4,34,1,36,5,44,120,2,0,0,0,0,0,6,0,0,0,2,13,0,148,3,4,12,9,3,5,11,0,18,3,6,3,27,1,10,5,4,10,128,1,4,1,49,47,87,14,0,11,28,2,16,16,5,0,1,0,35,5,3,4,0,8,44,21 
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Vincent and the Grenadines,109341,870,53,139,13,110,1,11,0,0,329,49,26,0,1,12,1,27,10,38,47,3,5,0,0,0,0,29,0,0,0,0,12,0,137,1,0,5,5,7,5,5,0,14,8,5,2,46,1,6,8,2,6,100,1,4,1,61,114,97,8,0,29,4,0,11,8,1,0,1,0,5,3,1,1,4,5,14,14 
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Serbia,7234099,102935,438,21442,213,3270,1120,1518,0,0,55514,5032,3513,68,171,2208,7,275,126,4695,3325,53,133,1,0,0,2,146,2,1,0,30,35,1,21007,506,245,1067,2554,756,1055,5006,391,1647,462,301,406,1099,646,597,546,435,129,3135,21,931,91,4068,10623,14367,2948,39,890,2710,645,893,2118,43,0,3,3,746,282,80,67,47,1256,130,717 
Seychelles,87440,688,29,121,9,10,0,12,0,0,250,113,37,2,0,21,0,2,6,13,63,0,1,0,0,0,0,22,0,0,0,1,1,0,121,10,6,2,18,6,5,7,,13,9,1,2,20,0,2,1,0,9,9,0,,1,68,56,33,,0,90,9,3,23,,,0,0,0,11,5,15,7,1,5,8,11 
Singapore,3789300,16887,227,5141,,,7,105,2,1,5359,3380,395,47,44,895,2,36,42,47,784,27,65,0,0,0,0,114,0,0,0,10,0,0,5093,211,78,352,747,368,295,1101,18,415,73,62,120,130,57,190,133,48,4,288,0,22,16,431,2772,1544,144,7,2791,468,40,134,372,0,1,1,0,158,142,14,2,17,308,20,123 
Slovakia,5398383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Slovenia,2052496,18699,74,5869,36,347,130,330,0,0,7212,1190,1098,44,80,318,1,37,36,273,1624,7,14,1,0,0,1,37,0,0,0,5,1,0,5804,163,85,375,769,196,363,1112,158,400,41,95,141,381,157,266,204,65,12,291,0,104,93,574,2046,1860,383,1,569,453,67,590,240,0,0,1,0,157,548,18,12,83,435,19,352 
South Africa,52237272,514486,118633,37442,14698,28532,1754,12662,31,62,83168,60913,13321,907,1812,8832,1260,10085,1889,69817,46560,19541,55523,18,1,7,79,5756,150,10,12,283,17281,291,36167,1094,2821,1194,2265,1544,1312,4814,552,2973,3017,492,707,2626,485,1704,974,1275,2785,21126,1867,1795,514,15769,12081,26069,1425,748,32949,13264,1482,4820,7907,134,112,697,451,5162,154,1614,2272,882,359,4944,31173 
Spain,46125154,387911,6398,109341,1528,12789,15276,20239,7,8,118327,42243,19576,1169,3387,11011,14,833,920,10612,14233,723,288,1,0,8,43,2974,5,11,0,868,953,4,105432,2317,1875,5606,15382,4916,5812,21097,1527,6314,679,1613,1916,6034,5085,4735,3306,3909,999,9995,159,27359,1709,9669,34837,28855,5082,91,8167,15904,491,6000,7277,137,1,12,0,2361,2112,461,148,757,3180,335,4879 
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Suriname,523439,2989,200,401,11,277,5,42,0,0,807,178,155,27,12,74,7,102,33,279,379,11,12,1,0,0,0,40,1,0,0,7,106,1,399,16,1,15,44,21,13,38,0,33,33,4,12,50,3,16,19,2,10,251,8,1,5,106,241,293,19,0,115,38,8,75,47,0,0,5,2,94,8,32,5,3,127,35,75 
Sweden,9449213,89941,2048,22739,289,2355,5446,3557,3,4,34895,5700,2655,171,472,1085,1,108,215,3600,4598,364,45,0,0,0,0,886,0,24,0,55,23,0,21743,308,417,663,2707,569,1582,3621,566,1405,139,340,563,2384,683,1158,706,996,184,1944,50,7108,82,1793,14304,7497,2066,39,1996,2846,326,704,729,40,0,1,0,326,892,74,60,406,1112,71,1657 
Switzerland,7912398,62089,778,17025,179,1548,4362,3210,14,4,20964,3733,2450,95,541,922,3,163,249,2209,3640,150,24,0,0,0,5,214,1,8,0,22,41,1,16460,393,454,536,1811,632,1119,3187,387,1371,91,203,432,1366,553,823,564,565,101,1206,38,5338,76,2810,7703,3635,1033,14,1214,1877,125,678,581,32,1,2,0,339,1577,46,33,149,1034,43,419 
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
TFYR Macedonia,2058539,19465,51,3552,11,766,21,188,0,0,11526,741,334,0,2,269,1,105,22,1349,527,1,25,0,0,0,0,17,0,0,0,2,0,0,3541,52,35,345,410,209,186,767,84,270,15,102,81,147,121,71,84,11,4,761,0,36,9,876,1685,3971,413,4,136,384,38,173,266,2,0,1,0,112,57,7,7,22,128,29,165 
Thailand,64181001,414670,41466,61082,618,8854,796,5137,3,5,44133,32057,14278,1423,1096,15811,71,2661,1455,143042,40682,992,4784,32,7,0,1,28672,2,0,1,377,3758,43,60812,1998,1256,1408,2647,14314,894,10203,281,2724,1749,482,838,843,522,109,2130,270,341,7625,120,1295,41,3664,14422,19283,851,31,15296,6252,223,8019,14753,77,7,58,6,14062,1521,4221,262,66,3873,2941,13736 
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,74223629,312249,5042,67450,1379,19634,513,11615,6,0,121154,31383,7916,227,1287,10094,58,4980,4228,12593,12690,228,719,14,3,0,14,2668,2,3,0,849,41,5,65996,742,758,5806,5598,2439,3557,19351,862,3128,449,662,1237,3026,1617,2719,2731,1454,661,16699,381,6500,160,11632,41258,32772,2058,83,4188,22159,354,2976,9199,280,2,48,6,4450,2614,183,182,246,1148,904,2963 
Turkmenistan,5106672,28851,925,2508,68,496,29,349,1,1,13953,1563,1868,2,40,380,4,1184,752,3254,1474,118,530,2,0,0,12,136,0,0,0,89,0,0,2497,126,249,250,79,182,58,252,,211,138,25,71,30,42,75,67,11,43,475,0,,74,3182,6238,3338,,0,761,199,115,1612,,,2,2,0,214,32,69,48,93,130,100,788 
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ukraine,45525731,664588,14050,88957,302,2524,1458,6017,0,37,440346,17871,25230,459,601,2954,85,2339,1937,17041,42380,52,6951,5,0,5,103,485,14,0,1,154,5747,0,88086,3527,1534,8935,12066,1683,4672,14352,,7787,2149,2137,2455,3532,2346,1757,2432,871,142,2212,26,,1174,566,298674,95610,,91,4780,11256,1790,16751,,,2,48,34,5798,2443,2600,1750,6402,8973,2538,11876 
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
United Kingdom,62820962,552232,6377,163071,1114,7736,35280,21299,20,26,159595,76419,28173,1822,4628,10908,53,1915,1869,10870,21057,2005,326,0,0,7,77,2643,4,30,1,271,208,5,159458,2394,7610,4843,15974,4121,8332,35226,2806,11703,975,1934,4144,10804,5089,7826,4631,3613,489,5823,83,44185,1218,5191,74036,41669,10070,122,28394,30585,2582,9036,5052,171,3,30,19,1998,4778,210,319,2505,4393,192,6662 
United States of America,312390368,2515458,68818,591739,10107,105144,135949,144920,49,77,783475,248742,94096,4147,13702,61592,931,12036,9702,40184,190048,11095,572,6,0,7,86,35748,52,168,0,7850,7683,3,576708,8657,14446,11036,52287,21608,37344,157017,12212,40931,4092,8641,14346,27970,15014,33432,23063,15031,4988,73831,3009,212876,3105,65123,375295,128932,25747,1315,52294,142943,2969,44900,48696,521,27,511,227,37280,27483,3556,2746,36280,39518,16238,26947 
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Uzbekistan,28158395,143253,3125,10891,235,3957,202,2730,1,2,88264,8978,8201,25,167,2437,144,3253,490,1553,8598,126,2040,2,0,0,31,370,1,0,3,254,249,0,10867,395,632,1633,554,719,261,1143,100,1035,592,214,169,68,191,424,468,24,203,3928,1,3,554,16475,45230,15889,4460,255,3943,1614,565,6927,2346,54,2,134,8,2497,215,821,307,319,1640,423,2376 
Venezuela (Bolivarian Republic of),29427631,143020,6054,24372,368,10819,61,2220,0,6,44478,9652,5783,10,519,2440,436,5530,2301,679,27292,1050,588,8,0,17,10,953,17,0,0,82,2166,16,22327,461,320,1969,1634,879,913,3267,384,1942,1331,575,458,2431,294,975,873,2045,258,9854,529,501,120,5216,23553,11052,680,7,3805,4104,408,2812,1996,141,37,251,144,6048,764,515,123,93,764,8881,10104 
Virgin Islands (USA),106244,711,38,162,7,63,20,32,1,0,208,22,32,3,3,10,0,8,3,23,76,1,0,0,0,0,0,21,1,0,0,6,7,0,160,6,5,6,20,5,3,21,0,17,2,3,6,24,5,13,2,2,4,53,2,34,1,30,88,42,4,0,8,9,2,14,8,0,0,0,0,8,2,3,0,2,8,45,8 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
