Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Luxembourg,497793,3530,111,1044,8,57,48,96,0,0,1300,304,176,4,7,37,0,6,1,99,232,10,0,0,0,0,0,83,0,0,0,1,1,0,1020,20,22,35,126,54,86,226,8,85,6,7,35,57,28,32,47,24,6,40,3,85,2,47,299,333,48,1,92,150,4,70,34,0,0,0,0,35,40,2,2,32,48,5,68 
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malta,412530,3222,10,852,15,149,131,93,0,0,1250,302,109,30,20,68,0,8,21,30,134,1,1,0,0,0,1,1,0,0,0,5,0,0,837,20,17,44,102,19,59,152,10,95,4,15,35,31,36,46,31,15,7,139,1,142,6,33,675,348,40,1,80,89,5,24,43,2,0,0,0,21,34,5,2,8,36,3,25 
Martinique,395138,2758,81,751,16,149,73,150,0,1,704,132,117,18,18,50,2,25,23,312,136,7,2,0,0,0,0,32,0,0,0,2,8,0,719,13,8,58,80,36,49,61,6,53,10,25,12,105,14,39,30,32,11,108,6,122,2,87,98,222,64,9,44,20,2,29,38,2,0,2,0,30,6,9,4,8,26,11,42 
Mauritius,1242954,8987,198,1084,54,2125,89,123,0,0,3032,735,442,35,27,156,10,100,65,180,532,26,16,1,0,0,3,91,0,0,0,7,33,0,1029,58,30,69,108,45,50,144,4,120,25,41,25,55,20,39,28,55,37,2046,44,28,8,528,1091,757,18,0,206,241,18,268,146,2,3,7,0,142,42,48,19,6,115,35,125 
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mexico,116815612,550946,16970,71194,4606,91495,4068,9846,28,46,128654,48789,52188,1593,4580,16299,1230,14630,8967,11024,64549,3269,2345,16,0,32,2,3612,16,9,0,1216,5080,0,67089,954,873,5387,3722,5243,3583,6548,1312,4805,4026,722,1725,5118,894,3492,3864,4105,3549,76116,8128,2411,966,17775,61693,30274,2065,258,15027,22803,2534,31128,13206,655,74,725,398,17765,2296,2500,663,1119,5059,18886,16261 
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montenegro,631536,5866,6,891,5,81,41,13,0,0,3218,275,140,0,4,85,0,40,1,834,232,0,1,0,0,0,2,2,1,0,0,0,0,0,891,5,16,39,81,33,51,273,6,73,12,11,20,47,15,20,12,0,2,80,1,33,3,1,417,520,41,2,43,1,21,53,83,1,0,0,0,77,15,7,4,1,107,14,7 
Montserrat,,44,3,5,1,7,0,1,0,0,21,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,7,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 
Morocco,,52145,1962,5005,296,2950,133,1179,0,0,11005,2709,1438,59,78,1295,114,4282,512,15170,3958,141,574,15,8,2,2,786,17,1,0,250,42,0,4472,108,62,301,196,311,132,742,28,335,107,120,51,273,112,135,199,533,223,2596,24,103,67,973,652,2396,59,11,957,595,79,710,1159,22,1,112,2,519,26,158,1,68,23,60,3103 
Netherlands,16530388,134235,2022,42396,466,3827,7085,4473,1,7,38897,13962,5146,350,789,3125,9,383,460,5219,5618,137,62,0,0,0,6,1078,4,7,0,46,70,0,41322,630,1569,1492,4900,693,2379,9960,888,3180,209,422,1006,2492,1204,1851,1235,1074,330,3052,84,8275,14,1012,10665,8983,3194,127,5556,6284,208,967,1670,32,0,9,0,715,1537,81,37,165,1530,156,1397 
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
New Zealand,4315470,29204,281,8499,66,1183,897,1169,1,1,10374,2562,934,95,235,516,11,150,172,140,1918,98,16,0,0,0,4,82,0,1,0,38,9,0,8342,124,241,248,1244,207,413,1594,445,658,44,105,214,562,209,443,266,157,28,869,13,1436,168,331,5554,2487,529,12,453,1740,84,143,373,21,0,5,5,474,455,56,24,115,512,85,197 
Nicaragua,,18179,641,2360,88,1608,220,304,0,1,4630,1452,1290,31,101,1175,78,972,415,489,2317,165,134,0,0,0,0,135,1,0,0,22,139,1,2316,30,15,281,139,227,78,170,34,151,259,25,36,197,11,81,136,44,63,1421,139,44,18,534,2111,1295,39,1,669,626,68,812,1137,20,6,55,17,632,98,165,9,62,366,496,489 
Norway,4828726,41342,949,10822,129,1011,1834,1561,0,0,13489,4122,1292,92,240,933,1,103,134,2034,2596,214,27,0,0,0,5,383,0,11,0,20,19,0,10544,117,168,326,1546,186,664,2060,334,671,73,151,330,1048,311,540,291,278,84,700,0,2312,24,415,5378,3330,773,20,1698,2022,198,256,593,36,0,1,0,261,400,71,53,365,573,31,842 
Occupied Palestinian Territory,,6470,222,716,16,234,4,84,0,10,2803,543,152,0,2,326,2,388,170,488,310,0,2,0,0,0,1,212,1,0,0,0,0,0,712,7,11,46,94,53,46,123,0,71,2,13,8,21,15,22,59,4,8,161,1,8,9,251,977,864,1,3,186,93,0,75,325,0,1,1,0,100,20,12,0,1,2,52,123 
Oman,2762073,7098,188,445,74,598,6,82,3,0,1393,268,139,19,7,220,3,273,160,2447,773,13,13,1,0,0,0,131,1,0,0,9,7,0,421,5,7,36,24,46,16,36,,35,7,6,4,13,13,40,28,23,43,506,1,,36,215,342,306,,6,107,28,6,78,,,0,2,0,603,22,47,5,6,13,3,74 
Panama,3559401,15498,1242,2507,110,943,43,352,0,0,4551,1304,685,38,68,496,29,321,275,555,1979,225,232,1,0,8,4,216,5,0,0,9,491,0,2433,52,45,254,227,142,86,237,23,166,112,42,60,254,28,123,120,74,83,744,118,87,14,277,1682,1550,158,4,468,454,36,300,430,5,2,23,4,463,87,124,9,29,178,795,294 
Paraguay,6127847,25079,1031,3547,64,1811,40,358,0,0,7060,1781,967,24,112,547,128,910,389,3198,3099,186,162,6,0,0,6,424,4,1,0,12,170,1,3338,65,84,218,250,118,150,446,59,283,215,133,59,316,38,124,192,209,39,1568,157,55,33,831,2251,2353,156,93,1003,265,53,341,421,20,23,59,46,1161,69,182,35,47,283,664,658 
Peru,,95722,10853,18037,435,3466,2,1943,5,2,16414,20013,7157,60,301,3945,163,2805,1087,233,8801,537,1685,15,0,3,10,7503,14,1,0,95,741,5,18034,220,146,2953,1119,1327,759,1749,277,839,1043,459,321,1331,213,829,822,3,430,2324,861,116,83,3472,4505,4214,518,61,11908,1517,337,3843,3810,68,22,137,4,2432,171,417,98,438,150,356,4739 
Philippines,91641881,480789,44739,50395,2975,29006,373,6477,28,62,166396,69749,21412,1575,1594,17847,1598,11514,5199,13583,36267,5540,25471,574,18,4,54,9120,12,26,25,709,32,63,47732,2161,429,1355,4746,5805,1232,8184,267,5552,1566,1120,1224,2307,327,1490,2685,2663,2216,22345,2126,533,2123,17635,59469,56670,2735,94,42642,22755,6362,8510,16063,475,142,1363,93,7704,1874,3392,432,445,2074,12249,8097 
Poland,38153389,384940,2783,96157,426,7149,1747,5171,0,0,177965,20652,16791,49,517,5053,8,1278,1021,23876,24297,78,758,5,0,0,18,1473,3,0,0,214,94,0,93297,2186,1424,5331,10501,1996,4547,22348,1479,5242,1748,1347,2510,4042,3146,3021,2660,2860,240,6761,102,2179,840,6188,47775,36364,35671,87,9636,8538,1501,7378,4895,18,0,7,0,5029,3557,879,539,1669,6477,414,5733 
Portugal,10568247,104964,2621,24912,341,5493,212,2889,0,8,33472,12202,4639,42,304,3064,7,215,152,9914,4477,77,251,5,0,0,1,1392,0,0,0,106,664,3,24397,702,548,2381,3648,861,1200,3459,400,1620,271,423,381,1716,830,1156,782,515,254,4614,45,1631,169,1698,7558,14285,2018,32,5234,2859,228,1905,2016,37,2,4,1,1064,352,68,56,30,1026,103,1778 
Puerto Rico,3718473,29004,1489,5245,357,3432,481,1984,0,3,7487,2914,1145,162,178,1330,10,215,82,189,2301,46,9,2,0,0,0,874,3,2,0,59,397,0,5078,117,133,213,732,302,244,611,57,440,58,81,81,519,109,287,156,167,209,2807,73,1886,18,1058,3421,1455,161,27,975,1150,20,603,1115,3,0,9,1,439,195,47,9,103,331,927,250 
Qatar,1591151,2010,34,199,11,148,0,36,0,0,274,84,49,18,3,35,4,61,60,559,435,0,2,0,0,0,0,14,0,0,0,11,1,1,192,4,2,10,10,18,12,21,1,26,3,0,9,11,1,8,20,7,2,140,0,0,2,37,137,56,4,0,22,10,0,26,32,0,0,1,2,251,28,45,5,5,44,8,49 
Republic of Korea,49656756,246942,6022,70777,571,10562,4953,5523,1,7,54249,17023,10658,418,1846,4592,62,739,470,25808,32661,405,2536,6,0,1,0,1652,5,1,0,1030,98,3,69779,973,1406,10134,7105,11246,4058,14919,380,1877,950,308,854,1235,965,2095,1543,998,342,9757,47,5930,178,4749,12893,25836,1010,15,6323,6914,465,6867,4104,69,2,43,15,7147,2145,577,230,194,15412,676,6280 
Republic of Moldova,3565604,42139,712,5722,17,450,193,485,0,3,23647,2308,4117,28,23,329,7,201,192,245,3460,16,584,0,0,0,13,14,0,0,0,6,54,0,5658,247,63,496,819,424,327,880,81,528,162,93,102,180,136,188,133,64,7,325,3,190,136,794,15633,6476,156,19,890,1284,196,3314,301,18,1,3,3,483,140,210,142,430,651,231,1173 
Reunion,823691,4104,81,981,15,308,139,158,0,2,1182,273,195,16,25,73,1,65,29,198,363,4,1,1,0,0,0,42,0,0,0,8,4,0,946,40,40,70,86,40,41,168,8,61,11,12,19,57,27,42,37,35,7,243,14,97,14,116,310,368,66,11,71,105,8,88,60,1,0,1,0,51,46,24,8,19,99,18,98 
Rodrigues,,237,4,31,4,44,5,2,0,0,98,18,9,0,0,0,0,4,2,4,12,0,0,0,0,0,0,2,0,0,0,1,0,0,31,5,0,1,0,2,1,6,0,5,2,0,0,5,0,1,1,0,3,43,1,2,1,31,22,22,0,1,3,9,1,4,0,0,0,0,0,2,0,3,0,1,3,0,3 
Romania,21469959,257213,2357,47389,151,2398,302,2073,0,2,154541,12891,16457,59,35,2465,47,802,676,2067,12501,38,1523,7,0,0,9,480,6,0,0,50,123,2,47084,1978,660,3581,5366,2627,2589,9591,749,3206,1748,562,978,1810,1361,1214,1250,305,88,2274,76,794,542,26212,52275,48807,12764,42,5434,5998,530,11955,2273,154,8,23,15,3501,1462,777,355,1027,2586,504,2289 
Russian Federation,141909244,2010543,34103,293602,1201,10505,6136,15304,11,139,1136661,79462,88956,1775,1875,11467,388,6444,5606,92332,224576,352,23859,8,0,1,292,1492,52,0,0,1188,5640,1,290737,8778,6686,35471,38343,8398,15334,51433,,23517,6187,6326,7759,9971,6933,5744,7463,2865,738,9379,214,,4357,28589,585177,372534,,941,39076,34039,8467,48644,,,51,171,166,30107,10214,9822,9408,37464,37570,21371,68620 
Saint Kitts and Nevis,,354,5,59,2,45,4,15,0,0,105,20,16,4,2,9,0,13,5,6,44,0,0,0,0,0,0,2,0,0,0,1,1,0,58,0,0,0,2,6,1,3,1,5,2,2,3,16,1,3,0,1,1,37,2,8,0,14,22,45,5,0,5,6,1,6,5,0,0,0,0,4,1,0,3,2,1,6,27 
Saint Lucia,175196,974,35,169,9,102,1,13,0,0,326,58,40,6,2,11,0,43,10,24,113,0,1,0,0,0,0,20,0,0,0,1,7,0,165,7,5,14,7,4,10,12,2,17,15,1,3,34,3,9,5,4,7,96,1,1,3,98,37,108,17,0,21,26,5,16,6,0,0,0,0,27,2,11,7,1,13,32,20 
Saint Pierre and Miquelon,,42,1,10,0,2,4,1,0,0,12,5,1,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,5,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 
Saint Vincent and the Grenadines,109255,777,35,122,14,54,4,12,0,1,310,67,24,5,0,12,0,33,1,26,57,0,1,0,0,0,0,22,0,0,0,0,11,0,118,5,1,5,8,3,2,8,1,10,7,7,2,31,1,5,2,4,7,43,3,1,0,86,95,82,3,0,46,6,1,7,10,0,0,0,0,9,5,4,4,0,1,14,20 
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,44323,1445,2052,238,1012,2,507,0,0,7641,2070,849,219,32,1437,54,3763,1083,13685,8234,122,313,9,0,0,0,776,1,0,0,66,134,8,2049,39,28,75,154,256,88,172,2,157,16,14,34,41,47,78,140,3,184,810,16,36,42,1314,2368,2112,13,5,1204,357,32,604,1352,0,1,51,1,2105,235,0,0,0,59,0,5835 
Serbia,7320807,104000,412,21415,141,3175,942,1405,0,0,56951,4203,3621,43,166,2067,6,303,141,5270,3739,19,160,3,0,0,3,113,0,0,0,44,31,2,21032,488,275,1166,2649,815,1021,5055,408,1614,471,292,412,972,596,593,552,383,77,3068,8,654,66,3546,12874,16724,1839,54,679,2813,572,1058,1942,74,0,5,1,797,328,88,57,93,1376,140,860 
Seychelles,92360,684,47,117,12,13,2,15,0,0,246,64,52,3,0,28,1,6,6,30,42,1,2,0,0,0,0,36,0,0,0,0,1,0,107,13,3,1,12,5,5,8,,9,7,0,2,18,5,4,11,10,12,12,1,,0,90,44,27,,0,46,7,7,19,,,0,0,1,8,6,11,2,1,4,5,5 
Singapore,3733888,16013,256,4773,,,0,58,1,1,5271,3082,330,58,46,839,0,39,52,60,762,18,66,0,0,0,1,140,1,0,0,8,0,2,4725,202,99,319,704,328,244,1127,15,405,62,59,96,133,46,125,99,48,10,277,0,17,23,349,3080,1314,120,17,2535,444,36,103,384,1,0,0,0,152,112,8,1,7,349,18,115 
Slovakia,5418374,52913,356,11966,58,734,3,677,0,0,28249,3171,2946,0,48,722,6,126,158,736,2957,17,42,0,0,0,3,244,1,0,0,9,3,0,11831,616,245,684,1760,334,712,2059,212,746,213,211,272,506,262,378,325,135,20,674,5,217,107,673,17012,5981,864,8,1919,756,235,1668,664,5,1,4,1,535,432,144,37,175,601,62,971 
Slovenia,2042335,18750,93,5789,32,283,115,314,0,0,7432,1263,1138,49,67,260,1,31,33,251,1599,4,25,1,0,0,0,37,0,0,0,4,1,0,5743,158,94,359,792,182,333,1030,150,434,50,84,165,368,188,263,178,46,7,235,0,59,73,527,1988,2161,365,3,627,447,90,629,192,1,0,1,0,209,556,26,11,74,447,11,265 
South Africa,50992034,572673,142935,35873,16777,29456,1725,15186,40,85,84351,75147,14531,1428,2132,8399,1880,12348,1723,78247,49357,30592,69488,17,2,1,107,5416,99,5,57,323,17541,222,34618,1024,2970,1196,2148,1504,1257,4782,509,2692,2875,494,687,2321,496,1670,896,1255,3198,20518,2515,1740,404,15382,12284,24821,1548,774,42087,14178,1509,5292,7537,120,192,917,766,5670,125,1411,2237,824,372,5078,33640 
Spain,45929477,384933,6843,105132,1468,12462,14456,18770,3,7,120057,43282,19557,1197,3461,10850,17,900,889,11086,14496,500,394,2,0,3,33,3200,9,14,0,1067,1079,6,101517,2154,1770,5696,14238,4610,5242,20425,1398,6129,643,1371,1815,5522,4732,4460,3084,3615,982,9985,153,25621,1763,8233,35614,31157,5566,97,8604,15946,468,6352,7383,230,3,14,0,2853,1920,507,163,757,3429,337,4530 
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Suriname,512522,2807,198,347,15,182,15,31,0,0,798,139,147,22,12,92,11,118,32,234,414,14,12,0,0,0,1,41,0,0,0,8,101,1,346,7,2,11,48,23,15,44,2,28,21,9,12,32,3,23,15,1,12,154,7,1,4,81,234,353,17,2,83,33,11,50,64,4,1,7,3,114,8,32,15,4,132,36,73 
Sweden,9298515,90177,1924,22455,297,2373,4931,3281,0,3,36143,5746,2901,143,436,1194,6,125,218,3284,4717,360,59,1,0,0,2,790,0,27,1,77,28,0,21717,274,419,669,2631,634,1543,3488,560,1378,158,353,675,2424,634,1220,712,738,200,1939,47,6310,151,1546,15552,7964,2263,74,2079,2746,352,730,861,32,0,4,2,386,821,87,102,384,1242,87,1608 
Switzerland,7743832,62431,676,16513,159,1750,3845,3064,5,2,22203,4084,2539,102,456,857,3,205,235,2152,3581,78,26,3,0,1,7,208,1,14,0,17,51,2,16056,363,421,485,1668,622,1095,2961,399,1438,82,191,454,1275,451,877,550,457,94,1419,27,4859,81,2636,8562,3911,1145,69,1373,2049,172,760,571,46,1,2,0,389,1378,38,23,194,1105,55,399 
Syrian Arab Republic,,63336,882,4435,198,912,143,1404,0,0,28326,10232,1103,13,8,1805,29,2585,1783,6272,3206,51,39,6,2,2,3,731,0,19,0,1,11,0,3299,38,31,300,336,266,220,664,,224,6,48,40,142,84,49,396,,169,628,97,,12,492,14241,4382,,54,5644,2632,21,657,,,1,23,2,1386,131,144,173,379,21,228,744 
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
TFYR Macedonia,2050671,19060,53,3673,11,709,10,156,0,0,11030,670,368,0,3,263,1,193,42,1265,613,4,18,0,0,0,2,16,0,0,0,7,0,1,3643,48,23,344,400,213,200,798,106,255,35,83,81,155,97,75,99,30,9,705,0,15,10,581,1842,3717,351,11,71,357,29,189,253,10,0,1,0,154,65,24,11,23,167,29,140 
Thailand,63457439,393747,38477,56051,538,7900,703,4589,2,3,35035,26208,12982,1126,930,13902,83,2573,1380,149322,41943,773,4570,37,5,0,0,26002,2,7,1,305,4046,70,55866,1775,1013,1083,2027,13675,740,8945,244,2358,1704,438,643,706,454,91,1864,185,281,7018,68,246,41,2293,13118,13347,820,33,13153,5206,161,7580,13186,31,15,61,7,9500,933,4093,268,72,3787,2855,20435 
Trinidad and Tobago,1321624,9693,427,1474,73,1465,41,225,0,1,3208,498,376,38,65,228,8,166,85,151,1164,16,21,0,0,0,0,109,0,2,0,6,234,0,1391,31,17,46,143,46,79,124,5,153,59,40,43,251,20,78,46,83,55,1344,17,78,17,401,1433,848,95,1,204,116,46,137,176,27,2,6,0,230,21,36,13,24,128,469,243 
Tunisia,,20889,645,3412,143,2127,146,515,0,2,6026,1670,652,90,92,614,19,1365,401,1588,1382,72,97,3,0,1,4,269,0,1,0,66,14,1,3121,86,25,137,232,203,125,772,13,214,19,53,32,256,93,114,153,291,82,1896,15,223,28,563,1329,2242,81,89,362,718,39,207,546,19,2,17,0,381,18,28,1,37,25,11,881 
Turkey,72039206,281504,4549,59386,1238,17931,498,8250,26,8,112158,24996,7089,182,1353,7713,37,7010,3861,13930,11289,99,808,8,1,0,15,2256,2,1,0,726,44,1,58095,636,623,5018,4652,1995,2910,17304,711,2557,407,583,995,2651,1396,2483,2540,1291,641,15250,256,4036,195,12229,39629,30145,1744,183,2740,17552,324,2706,6945,269,2,35,0,3954,2477,194,137,216,1103,881,2327 
Turkmenistan,4978960,27750,1055,2381,82,549,124,470,0,8,13424,2001,1764,3,34,467,14,882,493,2432,1567,171,587,0,0,0,3,150,0,0,0,107,0,0,2352,106,258,330,75,152,50,194,,155,119,28,41,27,28,45,79,29,54,530,0,,112,2578,6113,3474,,4,948,269,130,1458,,,0,12,0,278,42,119,93,93,165,82,695 
Turks and Caicos Islands,,76,7,8,0,1,0,0,0,0,18,4,2,0,0,1,1,2,0,5,27,0,0,0,0,0,0,3,0,0,0,0,4,0,8,1,0,1,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,7,4,0,3,0,2,1,1,0,1,0,0,1,0,22,0,0,1,0,1,2,1 
Ukraine,45872976,706739,15137,88595,317,2683,2073,6224,0,49,460609,21089,30079,449,657,3042,129,2537,1952,22182,48936,46,8383,2,0,3,97,514,11,0,0,126,5365,2,87773,3412,1431,9400,11835,1621,4204,14357,,8089,2218,2123,2456,3386,2302,1671,2497,822,157,2317,40,,1486,597,310982,100482,,423,5123,13560,1750,21398,,,6,42,80,6564,2711,3042,2093,8398,9716,3088,13324 
United Arab Emirates,7705423,7788,294,654,,,9,,,,1442,606,116,0,0,124,2,115,314,1783,1438,6,,0,,0,0,223,,,0,,,4,,,,34,17,,,90,,72,10,,,,,,52,,28,295,,,,161,106,297,,23,203,,14,101,,0,1,1,,,118,,112,19,126,40, 
United Kingdom,61791956,559617,6757,159963,1167,8337,21682,19692,6,35,181049,76696,28933,2045,4568,13632,74,1976,2065,9859,21081,2013,398,0,0,2,66,2802,5,35,1,282,266,11,156467,2264,7575,5031,15948,3642,8042,35052,2639,11678,959,1737,4211,10405,5017,7417,4472,3496,512,6139,103,26957,1177,4907,82731,49682,11372,143,29916,29188,2989,8688,5202,150,5,49,18,2607,4433,252,348,1756,4246,193,7246 
United States of America,307231961,2437944,69571,582324,9646,98061,106243,134182,43,59,784950,238684,89454,4014,13334,63543,962,13000,9856,39845,180171,10289,576,6,0,15,99,35641,37,315,2,7696,9409,3,567710,7922,13909,11189,52401,19357,35636,158165,12131,40686,3913,7714,14437,28091,14202,32803,22610,14614,4686,68771,2682,177527,3234,61773,386465,128874,26635,1361,50789,137367,2924,41239,51280,447,34,461,192,38419,24802,3552,2762,31769,36912,16916,25039 
Uruguay,3362761,30973,669,7618,138,982,595,1270,0,0,9177,3138,1276,140,151,811,11,148,153,2642,2042,63,61,1,0,0,2,322,2,0,0,7,177,0,7340,130,231,384,852,113,473,1241,54,616,75,124,120,627,218,299,200,278,93,692,68,1050,30,531,2415,2872,444,7,1085,1126,45,322,559,8,1,7,3,484,30,80,47,22,514,172,693 
Uzbekistan,27338109,133610,3402,10056,224,3699,235,2038,5,3,79236,8885,8031,41,274,2457,161,3790,609,1725,8739,94,2343,0,1,0,30,337,0,0,0,343,157,0,10019,360,711,1456,479,705,213,959,106,945,522,269,150,94,198,375,498,37,184,3593,3,2,778,14015,39642,16468,4304,49,3957,2030,589,6823,2323,46,3,135,22,2768,272,918,264,392,1400,490,2235 
Venezuela (Bolivarian Republic of),28558607,134733,5575,22098,349,9678,85,1970,0,3,40106,8281,5488,14,473,2579,434,5303,2145,754,29398,993,582,11,0,49,7,976,15,3,0,116,1735,12,20288,406,273,1918,1387,867,792,3101,373,1643,1199,539,432,2077,264,909,847,1810,228,8822,496,364,104,4785,20703,10034,710,9,3299,3447,401,2895,2279,89,41,229,164,7350,623,462,105,216,751,9603,10288 
Virgin Islands (USA),106590,666,17,111,3,55,20,25,0,0,236,27,30,1,2,12,0,6,1,20,100,0,0,0,0,0,0,5,0,0,0,1,10,0,110,2,2,9,15,0,5,17,2,14,2,2,3,10,2,6,2,1,2,45,1,30,0,39,112,42,5,1,7,9,1,18,9,0,0,0,0,18,1,9,0,2,9,50,11 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
